Plant ID,Plant Lineage,Family,Genus,Specific epithet,Cultivar,Scientific Name,Name Status,Reference(s),Parentage,Alternate Name(s),Common Name(s),Habit,Accession Number,Accession Date,Received How,Received As,Abbreviated Name,Infraspecific Rank,Infraspecific Epithet,Provenance,Sampling Technique,Seed Source,Propagation History,Plant Source,Plant Source Accession Number,Plant Source Accession Date,Plant Source Misc.,Index Seminum Year,Index Seminum Item,Collector,Collector Number,Date Collected,Country,Sublocality,Geographic Area,Locality,Collection Latitude,Collection Longitude,Altitude,Altitude Unit,Slope Aspect,Habitat,Soil,Description,Collection Miscellaneous,Associated Taxa,Garden Location,Grid,Quadrant,Garden Latitude,Garden Longitude,Condition Check Date,Condition,Sex,Measurement Date,DBH,DBH Unit,DBH Misc,DBH Accuracy,Height,Height Unit,Height Accuracy,Spread,Spread Unit,Spread Accuracy,Verification,Horticulture Zone
611-2016*A,727-90,Rosaceae,Prunus,pumila,Gus Mehlquist,Prunus pumila var. depressa 'Gus Mehlquist',Accepted name,"2015. Flora of North America Volume 9. Crossosomataceae, Picramniaceae, Rosaceae, and Staphlyeaceae. Http://www.Efloras.Org/volume_page.Aspx?volume_id=1009&amp;flora_id=1. * 1993. Proceedings of the International Plant Propagators' Society 43.",,Prunus depressa 'Gus Mehlquist',Cultivar of sprawling sand cherry,Shrub,611-2016,6/30/16,Cutting,Prunus pumila var. depressa 'Gus Mehlquist',Pr. pum. depr. 'Gus Mehlquist',var.,depressa,From a cultivated plant of known (indirect) wild origin,VO,,V,"Mr. Robert G. Nicholson, Arnold Arboretum, Jamaica Plain, MA, United States",,,,,,"Boufford, D., & Nicholson, R.",,5/4/90,United States,"New Hampshire, Cheshire/Walpole",,Shore of Ct. River just below hydroelectric dam.,,,90,M,,Boulder strewn shore of river with mixed scrub and herb cover.,,,Thick taproots; difficult to remove good root mass.,,WH1-NE,WH1,NE,42.29608411,-71.13359174,4/4/19,Alive,,,,,,,,,,,,,,7.1
182-95*A,139-83,Rosaceae,Prunus,stepposa,,Prunus stepposa,Accepted name,"Taylor, G. 1959. Index Kewensis, Supplement 12. Oxford: Clarendon Press. * Czerepanov, S.K. 1973. Svod dopolneniy i izmeneniy k ""Flore SSSR"" (t.1-30). Additions and Changes to the Flora of the USSR (v.1-30). Leningrad, USSR: Nauka. 668 pp.",,,,Tree,182-95,2/21/95,Scion,Prunus stepposa,Pr. stepposa,,,From a cultivated plant of known (indirect) wild origin,VO,,V,"Botanic Garden, M.V.Lomonosov Mosco, Moscow, Russian Federation",,,,,,,,7/1/79,Ukraine,"Crimea, Krim-Taurien",,(Tauria),,,,,,,,,,,53-NW,53,NW,42.29400802,-71.12970887,6/4/20,Alive,,7/29/15,6.6,C,Basal,,,,,,,,,4.6
605-2008*C,605-2008,Rosaceae,Prunus,virginiana,,Prunus virginiana,Accepted name,"Arnold Arboretum, C.S. no date. Label Information Book. Jamaica Plain, MA: Arnold Arboretum. (unpublished). * 2015. Flora of North America Volume 9. Crossosomataceae, Picramniaceae, Rosaceae, and Staphlyeaceae. Http://www.Efloras.Org/volume_page.Aspx?volume_id=1009&amp;flora_id=1. * Rehder, A. 1940. Manual of Cultivated Trees and Shrubs Hardy in North America (ed. 2). New York, NY: Macmillan Co. 996 pp.",,,Common Chokecherry,Intermediate (shrub/tree),605-2008,10/16/08,Seed,Prunus virginiana,Pr. virginiana,,,Collected directly from the wild; origin known,SO,P,SA,DACK-08 Adirondack Expedition 2008,65,,,,,"Alexander, Jack; Collins, Dennis; Dosmann, Michael; Schneider, Stephen; Thibault, Tim",65,10/9/08,United States,"New York, Essex Co., Keene Valley",,"24. Noonmark Mountain Trail - Au Sauble River Valley, off of NYS Route 73, in the Keene Valley, above Roaring Brook.",44.149566,-73.768433,388,M,0?°,Flood plain. Growing in 0.25 shade.,Sandy with high organic matter.,2-stem tree with break at the base and dull bark. 6.0 m in height with a D.B.H. of 12.7 - 14.0 cm.,,"Acer saccharum, Betula papyrifera, Fraxinus americana, Prunus serotina, Prunus virginiana, Tsuga canadensis, Ulmus americana",23-NW,23,NW,42.30188536,-71.11692519,7/16/18,Good,,7/16/18,"3.5, 3",C,Basal,,1.8,M,C,,,,,1.1
634-93*B,634-93,Rosaceae,Prunus,virginiana,,Prunus virginiana,Accepted name,"Arnold Arboretum, C.S. no date. Label Information Book. Jamaica Plain, MA: Arnold Arboretum. (unpublished). * 2015. Flora of North America Volume 9. Crossosomataceae, Picramniaceae, Rosaceae, and Staphlyeaceae. Http://www.Efloras.Org/volume_page.Aspx?volume_id=1009&amp;flora_id=1. * Rehder, A. 1940. Manual of Cultivated Trees and Shrubs Hardy in North America (ed. 2). New York, NY: Macmillan Co. 996 pp.",,,Common Chokecherry,Intermediate (shrub/tree),634-93,8/23/93,Seed,Prunus virginiana,Pr. virginiana,,,Collected directly from the wild; origin known,,,,"Dr. Stephen A. Spongberg, Arnold Arboretum, Jamaica Plain, MA, United States",,,,,,"Spongberg, S. A.",,8/19/93,United States,"New York, Essex County",,New York Route 9N (the Elizabethtown Road) at the crest of the Elizabethtown Hill between Elizabethtown and Keene Valley,,,1400,FT,,Thicket at the edge of NY Route 9N,,,Shrubs to ca. 4 feet,,22-SW,22,SW,42.30110675,-71.11897362,7/16/18,Good,,7/16/18,,,,,2.2,M,C,,,,,1.1
207-2011*A,207-2011,Rosaceae,Prunus,maritima,,Prunus maritima,Accepted name,"Arnold Arboretum, C.S. no date. Label Information Book. Jamaica Plain, MA: Arnold Arboretum. (unpublished). * 2015. Flora of North America Volume 9. Crossosomataceae, Picramniaceae, Rosaceae, and Staphlyeaceae. Http://www.Efloras.Org/volume_page.Aspx?volume_id=1009&amp;flora_id=1. * Rehder, A. 1940. Manual of Cultivated Trees and Shrubs Hardy in North America (ed. 2). New York, NY: Macmillan Co. 996 pp.",,,Beach Plum,Shrub,207-2011,7/8/11,Plant,Prunus maritima,Pr. maritima,,,Collected directly from the wild; origin known,,,,"Polly Hill Arboretum, West Tisbury, MA, United States",,,,,,"Boland, T. M.",,8/18/10,United States,"Massachusetts, Dukes County, Edgartown",,"Martha's Vineyard Island, North Neck Road, Chappaquiddick.",41.393357,-70.4712,,,,,,"Tree 1.5m height, 2.0m width",,,BR-16-NW,BR-16-NW,,42.30258786,-71.11843825,7/10/18,Good,,7/10/18,4.3,C,basal,,,,,,,,,1.8
441-2016*A,13481,Rosaceae,Prunus,americana,,Prunus americana,Accepted name,"Kruessmann, G. 1986. Manual of Cultivated Broad-leaved Trees &amp; Shrubs. Vol. III. Portland, OR: Timber Press. 510 pp.",,"Prunus lanata, Prunus americana var. lanata",American Plum,Intermediate (shrub/tree),441-2016,3/4/16,Scion,Prunus lanata,Pr. americana,,,From a cultivated plant of known (indirect) wild origin,VO,,V,"Dr. Ernest J. Palmer, Arnold Arboretum, Jamaica Plain, MA, United States",,,,,,"Palmer, E. J.",,,United States,"Missouri, Dodson",,,,,,,,,,,,,BR-16-NW,BR-16-NW,,42.30262153,-71.11848635,4/1/19,Alive,,5/10/18,,,,,2,M,C,,,,,1.8
727-90*L,727-90,Rosaceae,Prunus,pumila,Gus Mehlquist,Prunus pumila var. depressa 'Gus Mehlquist',Accepted name,"2015. Flora of North America Volume 9. Crossosomataceae, Picramniaceae, Rosaceae, and Staphlyeaceae. Http://www.Efloras.Org/volume_page.Aspx?volume_id=1009&amp;flora_id=1. * 1993. Proceedings of the International Plant Propagators' Society 43.",,Prunus depressa 'Gus Mehlquist',Cultivar of sprawling sand cherry,Shrub,727-90,7/28/90,Division,"Prunus depressa, P. depressa 'Gus Mehlequist'",Pr. pum. depr. 'Gus Mehlquist',var.,depressa,Collected directly from the wild; origin known,XX,,,"Mr. Robert G. Nicholson, Arnold Arboretum, Jamaica Plain, MA, United States",,,,,,"Boufford, D., & Nicholson, R.",,5/4/90,United States,"New Hampshire, Cheshire/Walpole",,Shore of Connecticut River just below hydroelectric dam.,,,90,M,,Boulder strewn shore of river with mixed scrub and herb cover.,,,Thick taproots; difficult to remove good root mass.,,DGB-16,DGB-16,,42.30284921,-71.12423826,10/24/19,Fair,,10/24/19,,,,,0.5,M,,,,,,1.18
218-94*B,16395,Rosaceae,Prunus,maximowiczii,,Prunus maximowiczii,Accepted name,"Kruessmann, G. 1986. Manual of Cultivated Broad-leaved Trees &amp; Shrubs. Vol. III. Portland, OR: Timber Press. 510 pp. * eFloras 2003. Flora of China. Connaraceae through Rosaceae. Http://www.Efloras.Org/volume_page.Aspx?volume_id=2009&amp;flora_id=2. Missouri Botanical Garden, St. Louis, MO &amp; Harvard University Herbaria, Cambridge, MA. * Iwatsuki, K., D.E. Boufford &amp; H. Ohba 2001. Flora of Japan, Vol. IIb. Angiospermae, Dicotyledoneae, Archichlamydeae(b). Kodansha Ltd.",,,Miyama Cherry,Tree,218-94,4/11/94,Scion,Prunus maximowiczii,Pr. maximow.,,,From a cultivated plant of known (indirect) wild origin,VO,,V,"Prof. Charles Sprague Sargent, Arnold Arboretum, Jamaica Plain, MA, United States",,,,,,"Sargent, C. S.",,01-01-1892,Japan,,,,,,,,,,,,,,BR-DAWSON-POND,BR-DAWSON-POND,,42.30191236,-71.11886203,6/26/18,Good,,6/26/18,41.4,C,Basal,,,,,,,,,1.9
301-94*B,301-94,Rosaceae,Prunus,mahaleb,,Prunus mahaleb,Accepted name,"Tutin, T.G., V.H. Heywood &amp; [Editors] 1968. Flora Europaea. Volume 2. Rosaceae To Umbelliferae. Cambridge: Cambridge University Press. 455 pp. * Kruessmann, G. 1986. Manual of Cultivated Broad-leaved Trees &amp; Shrubs. Vol. III. Portland, OR: Timber Press. 510 pp. * eFloras 2003. Flora of China. Connaraceae through Rosaceae. Http://www.Efloras.Org/volume_page.Aspx?volume_id=2009&amp;flora_id=2. Missouri Botanical Garden, St. Louis, MO &amp; Harvard University Herbaria, Cambridge, MA. * Stace, C.A. 2010. New Flora of the British Isles. (3rd Ed.). United Kingdom: Cambridge University Press. 1232 pp.",,,St. Lucie Cherry,Intermediate (shrub/tree),301-94,5/5/94,Seed,Prunus mahaleb,Pr. mahaleb,,,Collected directly from the wild; origin known,,,,"Istituto ed Orto Botanico ""Hanbury"", I-16136 Genova, Italy",,,,1994,,"Dr. Luigi Aita, et al.",,7/5/93,Italy,Savona,,"Liguria, Georges de Saorge",,,400,M,,,,,,,56-SW,56,SW,42.29321885,-71.12393712,7/9/15,Good,,7/9/15,33.7,C,,,,,,,,,,4.12
262-92*C,262-92,Rosaceae,Prunus,maritima,,Prunus maritima forma flava,Accepted name,Gray Herbarium Card Index no date. Access Via the Internet - Gopher.,,,,Tree,262-92,4/9/92,Scion,Prunus maritima f. flava,Pr. mar. f. flava,forma,flava,Collected directly from the wild; origin known,,,,"Mr. Ken Turkington, Brookline, NH, United States",,,,,,"Turkington, K.",,4/8/92,United States,"MA, Plum Island",,Parker River Nat'l Wildlife Refuge ca. 5 miles S. of entry gate - along road,,,,,,Sand dunes.,,,,,49-NE,49,NE,42.29503834,-71.12873016,7/30/15,Good,,7/30/15,19.6,C,basal,,,,,,,,,4.6
114-2010*A,114-2010,Rosaceae,Prunus,virginiana,,Prunus virginiana,Accepted name,"Arnold Arboretum, C.S. no date. Label Information Book. Jamaica Plain, MA: Arnold Arboretum. (unpublished). * 2015. Flora of North America Volume 9. Crossosomataceae, Picramniaceae, Rosaceae, and Staphlyeaceae. Http://www.Efloras.Org/volume_page.Aspx?volume_id=1009&amp;flora_id=1. * Rehder, A. 1940. Manual of Cultivated Trees and Shrubs Hardy in North America (ed. 2). New York, NY: Macmillan Co. 996 pp.",,,Common Chokecherry,Intermediate (shrub/tree),114-2010,3/15/10,Seed,Prunus pumila,Pr. virginiana,,,Collected directly from the wild; origin known,XX,X,SA,"Botanic Garden of Smith College, Northampton, MA, United States",,,,10-Sep,87,,,7/1/09,United States,"Michigan, Alpena County",,Rockport Quarry.,45.2,-83.383333,198,M,,Abandoned limestone quarry.,,,,,BR-12,BR-12,,42.30230432,-71.11780093,6/11/18,Excellent,,6/11/18,2.4,C,Largest stem,,3.5,M,C,,,,,1.8
1698-77*B,1698-77,Rosaceae,Prunus,grayana,,Prunus grayana,Accepted name,"eFloras 2003. Flora of China. Connaraceae through Rosaceae. Http://www.Efloras.Org/volume_page.Aspx?volume_id=2009&amp;flora_id=2. Missouri Botanical Garden, St. Louis, MO &amp; Harvard University Herbaria, Cambridge, MA. * Iwatsuki, K., D.E. Boufford &amp; H. Ohba 2001. Flora of Japan, Vol. IIb. Angiospermae, Dicotyledoneae, Archichlamydeae(b). Kodansha Ltd. * Arnold Arboretum, C.S. no date. Label Information Book. Jamaica Plain, MA: Arnold Arboretum. (unpublished). * Rehder, A. 1940. Manual of Cultivated Trees and Shrubs Hardy in North America (ed. 2). New York, NY: Macmillan Co. 996 pp.",,,"Gray's Chokecherry, Grays Chokecherry, Japanese Bird Cherry",Tree,1698-77,9/19/77,Seed,Prunus grayana,Pr. grayana,,,Collected directly from the wild; origin known,,,,"1977 Expedition to Korea and Japan, Korea, Republic of",,,,,,"Spongberg, S. A. and Weaver, R. E.",155,9/12/77,Japan,"Hokkaido Prefecture, Mitsumori-cho",,Hakodate City,,,,,,roadsides,,,,,BR-16-SE,BR-16-SE,,42.30215047,-71.11729158,4/18/18,Fair,,4/18/18,53.7,C,basal,,,,,,,,,1.8
1698-77*C,1698-77,Rosaceae,Prunus,grayana,,Prunus grayana,Accepted name,"eFloras 2003. Flora of China. Connaraceae through Rosaceae. Http://www.Efloras.Org/volume_page.Aspx?volume_id=2009&amp;flora_id=2. Missouri Botanical Garden, St. Louis, MO &amp; Harvard University Herbaria, Cambridge, MA. * Iwatsuki, K., D.E. Boufford &amp; H. Ohba 2001. Flora of Japan, Vol. IIb. Angiospermae, Dicotyledoneae, Archichlamydeae(b). Kodansha Ltd. * Arnold Arboretum, C.S. no date. Label Information Book. Jamaica Plain, MA: Arnold Arboretum. (unpublished). * Rehder, A. 1940. Manual of Cultivated Trees and Shrubs Hardy in North America (ed. 2). New York, NY: Macmillan Co. 996 pp.",,,"Gray's Chokecherry, Grays Chokecherry, Japanese Bird Cherry",Tree,1698-77,9/19/77,Seed,Prunus grayana,Pr. grayana,,,Collected directly from the wild; origin known,,,,"1977 Expedition to Korea and Japan, Korea, Republic of",,,,,,"Spongberg, S. A. and Weaver, R. E.",155,9/12/77,Japan,"Hokkaido Prefecture, Mitsumori-cho",,Hakodate City,,,,,,roadsides,,,,,BR-17-SW,BR-17-SW,,42.30213615,-71.11720619,6/27/18,Fair,,6/27/18,41.8,C,at ca. 0.5m,,,,,,,,,1.21.C
208-2013*C,208-2013,Rosaceae,Prunus,hortulana,,Prunus hortulana,Accepted name,"Rehder, A. 1949. Bibliography of Cultivated Trees and Shrubs Hardy in the Cooler Temperate Regions of the Northern Hemisphere. Jamaica Plain, MA: Arnold Arboretum. 825 pp. * 2015. Flora of North America Volume 9. Crossosomataceae, Picramniaceae, Rosaceae, and Staphlyeaceae. Http://www.Efloras.Org/volume_page.Aspx?volume_id=1009&amp;flora_id=1.",,,"Wild Goose Plum, Hortulan Plum",Tree,208-2013,8/30/13,Seed,Prunus hortulana,Pr. hortulana,,,Collected directly from the wild; origin known,,,,"USDA-ARS North Central Regional Pla, Ames, IA, United States",AMES 32079,,,,,"Carstens, J.",,8/14/13,United States,Missouri,,"Along Old Channel Creek, near Sand Creek Bottom Road, NE 1/4 of SW 1/4 of SE 1/4 of Section 27, Connesville Quad",40.318055,-92.672499,235,M,,,,Fruit diameter ranged between 18 mm and 22 mm. Fruits slightly oblong (2 mm longer than wide). Approximately 20 feet in height and 20 feet in spread. Leaves papery thin to the touch and glabrous.,Abundant fruit production. Fruits mostly green or starting to turn red at time of collection.,"Acer saccharinum, Parthenocissus sp., Solidago sp., Ulmus sp., Vitis riparia",49-SE,49,SE,42.29468244,-71.12925966,3/11/20,Alive,,6/18/19,,,,,1.3,M,C,,,,,4.6
136-2015*B,613-78,Rosaceae,Prunus,sogdiana,,Prunus sogdiana,Accepted name,"Taylor, G. 1966. Index Kewensis, Supplement 13. Oxford: Clarendon Press. * Czerepanov, S.K. 1973. Svod dopolneniy i izmeneniy k ""Flore SSSR"" (t.1-30). Additions and Changes to the Flora of the USSR (v.1-30). Leningrad, USSR: Nauka. 668 pp.",,,,Tree,136-2015,7/6/15,Cutting,Prunus sogdiana,Pr. sogdiana,,,From a cultivated plant of known (indirect) wild origin,VO,,V,"Cary Arboretum, Millbrook, NY, United States",,,,,,,,,Kyrgyzstan,"Kirghiz Soviet Socialist Republic, Sary Chelec Reserve",,Kirgizskiy Range [Khrebet] of the W Tien Shan Mts.,,,1800-1900,M,,,,,,,BR-16-NW,BR-16-NW,,42.30261003,-71.11840722,4/9/19,Alive,,7/10/18,,,,,2.2,M,C,,,,,1.8
137-2000*A,21615,Rosaceae,Prunus,salicina,,Prunus salicina,Accepted name,"Hillier Nurseries 1991. The Hillier Manual of Trees &amp; Shrubs, Ed. 6. Ampfiled House, Ampfield: Hillier Nurseries (Winchester) Ltd. 1-704 pp. * Iwatsuki, K., D.E. Boufford &amp; H. Ohba 2001. Flora of Japan, Vol. IIb. Angiospermae, Dicotyledoneae, Archichlamydeae(b). Kodansha Ltd. * 2003. Flora of China. Volume 9, Pittosporaceae through Connaraceae. St. Louis: Missouri Bot. Garden. 1-496 pp.",,Prunus triflora,Japanese Plum,Tree,137-2000,6/29/00,Cutting,Prunus salicina,Pr. salicina,,,From a cultivated plant of known (indirect) wild origin,VO,,V,"Dr. Joseph F. Rock, Arnold Arboretum, Jamaica Plain, MA, United States",,,,,,"Rock, J. F.",14570,8/29/26,China,,,Kiang Valley; collected on the journey from Labrang to Radja gomba and the gorges of the Yellow River and the Amnyi Machen,,,7500,FT,,,,,,,49-SE,49,SE,42.29463468,-71.12885828,7/30/15,Fair,,7/30/15,15,C,basal,,,,,,,,,4.6
