"year","GDD.flo","treeyear","tree.id","burst.flo","GDD.bb","burst.bb","species","GDD.diff","FLS.diff"
2000,709.651477601474,"SAPU-01 2000","SAPU-01",128,480.651591438631,93,"SAPU",-228.999886162843,-35
2001,697.971420119001,"SAPU-01 2001","SAPU-01",125,579.406934811278,113,"SAPU",-118.564485307723,-12
1990,713.956409880846,"SAPU-02 1990","SAPU-02",126,650.115585920037,118,"SAPU",-63.8408239608093,-8
1991,688.524033415531,"SAPU-02 1991","SAPU-02",119,481.68505098314,93,"SAPU",-206.838982432392,-26
1992,691.931926146576,"SAPU-02 1992","SAPU-02",131,541.092202696349,108,"SAPU",-150.839723450227,-23
1993,695.726928467648,"SAPU-02 1993","SAPU-02",130,502.086680518834,109,"SAPU",-193.640247948813,-21
1994,682.629023275975,"SAPU-02 1994","SAPU-02",126,558.996991040115,109,"SAPU",-123.63203223586,-17
1995,590.292717951228,"SAPU-02 1995","SAPU-02",130,487.606076857326,114,"SAPU",-102.686641093902,-16
1996,635.294464520542,"SAPU-02 1996","SAPU-02",131,421.112052337541,96,"SAPU",-214.182412183001,-35
1997,567.828819823572,"SAPU-02 1997","SAPU-02",138,411.400800246003,96,"SAPU",-156.428019577568,-42
1998,629.273335440269,"SAPU-02 1998","SAPU-02",121,525.49944853239,106,"SAPU",-103.773886907879,-15
1999,645.104420771089,"SAPU-02 1999","SAPU-02",127,457.85892623815,97,"SAPU",-187.245494532939,-30
2000,696.318965860522,"SAPU-02 2000","SAPU-02",127,468.762329544106,91,"SAPU",-227.556636316417,-36
2001,683.122666136615,"SAPU-02 2001","SAPU-02",124,556.558676778894,111,"SAPU",-126.563989357721,-13
2002,634.107118652419,"SAPU-02 2002","SAPU-02",116,539.80153105089,106,"SAPU",-94.3055876015288,-10
1992,835.53880365738,"ARSP-03 1992","ARSP-03",147,573.346394587104,113,"ARSP",-262.192409070276,-34
1993,805.999034073431,"ARSP-03 1993","ARSP-03",142,569.185217905204,117,"ARSP",-236.813816168227,-25
1991,971.110967436103,"ARSP-02 1991","ARSP-02",146,624.692285847144,111,"ARSP",-346.418681588959,-35
1992,850.366671697479,"ARSP-02 1992","ARSP-02",149,619.573530397614,120,"ARSP",-230.793141299865,-29
1993,805.999034073431,"ARSP-02 1993","ARSP-02",142,544.845960967659,114,"ARSP",-261.153073105772,-28
1994,863.358839326538,"ARSP-02 1994","ARSP-02",147,688.026465591051,127,"ARSP",-175.332373735488,-20
1995,752.12569928994,"ARSP-02 1995","ARSP-02",149,520.19449658251,121,"ARSP",-231.93120270743,-28
1996,794.895231824552,"ARSP-02 1996","ARSP-02",149,539.272250418711,115,"ARSP",-255.622981405841,-34
1997,726.769384269823,"ARSP-02 1997","ARSP-02",158,512.058660159554,125,"ARSP",-214.710724110269,-33
1998,753.216241659807,"ARSP-02 1998","ARSP-02",137,533.850539664995,107,"ARSP",-219.365701994812,-30
1991,760.407450712384,"BEPA-04 1991","BEPA-04",129,688.524033415531,119,"BEPA",-71.8834172968525,-10
1992,822.97412890937,"BEPA-04 1992","BEPA-04",145,691.931926146576,131,"BEPA",-131.042202762794,-14
1994,748.129557888084,"BEPA-04 1994","BEPA-04",135,655.624511872165,122,"BEPA",-92.5050460159194,-13
1995,590.292717951228,"BEPA-04 1995","BEPA-04",130,559.741588473017,126,"BEPA",-30.5511294782112,-4
1996,642.476336650783,"BEPA-04 1996","BEPA-04",132,539.272250418711,116,"BEPA",-103.204086232072,-16
1997,576.579010189601,"BEPA-04 1997","BEPA-04",139,524.671762769345,132,"BEPA",-51.9072474202554,-7
1998,564.993479176862,"BEPA-04 1998","BEPA-04",112,617.246051795425,120,"BEPA",52.2525726185628,8
2000,673.321269116204,"BEPA-04 2000","BEPA-04",125,673.321269116204,125,"BEPA",0,0
2002,572.916221132177,"BEPA-04 2002","BEPA-04",108,607.098382410565,111,"BEPA",34.1821612783882,3
1991,928.913012941244,"COAL-01 1991","COAL-01",143,612.441669351503,109,"COAL",-316.471343589741,-34
1992,976.164623233664,"COAL-01 1992","COAL-01",160,573.346394587104,113,"COAL",-402.818228646559,-47
1993,872.152338090704,"COAL-01 1993","COAL-01",150,502.086680518834,109,"COAL",-370.06565757187,-41
1999,624.922878748044,"COAL-01 1999","COAL-01",125,591.045811386217,120,"COAL",-33.8770673618275,-5
1991,971.110967436103,"COAL-02 1991","COAL-02",146,612.441669351503,109,"COAL",-358.6692980846,-37
1994,944.610777021776,"COAL-02 1994","COAL-02",155,601.081088678392,115,"COAL",-343.529688343385,-40
1995,864.666861428468,"COAL-02 1995","COAL-02",161,514.510952556931,120,"COAL",-350.155908871537,-41
1991,971.110967436103,"COAL-03 1991","COAL-03",146,612.441669351503,109,"COAL",-358.6692980846,-37
1993,976.103351859858,"COAL-03 1993","COAL-03",161,539.845960967659,113,"COAL",-436.257390892199,-48
1994,957.889675768402,"COAL-03 1994","COAL-03",156,606.081088678392,116,"COAL",-351.80858709001,-40
1995,883.785522653899,"COAL-03 1995","COAL-03",164,520.19449658251,121,"COAL",-363.591026071389,-43
1996,916.803181234214,"COAL-03 1996","COAL-03",160,539.272250418711,115,"COAL",-377.530930815503,-45
1997,839.668914400789,"COAL-03 1997","COAL-03",166,512.058660159554,126,"COAL",-327.610254241235,-40
1998,675.881432460819,"COAL-03 1998","COAL-03",126,533.850539664995,107,"COAL",-142.030892795824,-19
1999,871.177208016215,"COAL-03 1999","COAL-03",151,591.045811386217,120,"COAL",-280.131396629998,-31
2000,1020.95925657567,"COAL-03 2000","COAL-03",162,665.03485844943,124,"COAL",-355.924398126237,-38
2001,1008.6302895691,"COAL-03 2001","COAL-03",160,624.936050914619,120,"COAL",-383.694238654478,-40
1992,751.059721451056,"FRAM-05 1992","FRAM-05",138,751.059721451056,138,"FRAM",0,0
1994,748.129557888084,"FRAM-05 1994","FRAM-05",135,748.129557888084,135,"FRAM",0,0
1995,648.834479756643,"FRAM-05 1995","FRAM-05",139,648.834479756643,139,"FRAM",0,0
1991,1318.39859264196,"ILVE-03 1991","ILVE-03",171,688.524033415531,119,"ILVE",-629.874559226427,-52
1993,1171.94217464543,"ILVE-04 1993","ILVE-04",175,621.021869494084,123,"ILVE",-550.920305151344,-52
1994,1214.37923791267,"ILVE-04 1994","ILVE-04",173,748.129557888084,135,"ILVE",-466.249680024588,-38
1991,1441.22641970009,"LYLI-03 1991","LYLI-03",179,760.407450712384,129,"LYLI",-680.81896898771,-50
1994,1451.21426820133,"LYLI-03 1994","LYLI-03",188,733.571225660945,133,"LYLI",-717.643042540385,-55
1997,1359.50066598767,"LYLI-03 1997","LYLI-03",199,567.828819823572,138,"LYLI",-791.671846164102,-61
2000,1403.26216489581,"LYLI-03 2000","LYLI-03",192,757.408380567407,131,"LYLI",-645.853784328405,-61
1991,971.110967436103,"NEMU-02 1991","NEMU-02",146,657.019511556171,116,"NEMU",-314.091455879932,-30
1992,850.366671697479,"NEMU-02 1992","NEMU-02",149,723.132393561758,134,"NEMU",-127.23427813572,-15
1994,863.358839326538,"NEMU-02 1994","NEMU-02",147,655.624511872165,122,"NEMU",-207.734327454374,-25
1995,724.140678795139,"NEMU-02 1995","NEMU-02",146,559.741588473017,126,"NEMU",-164.399090322122,-20
1996,761.217701532789,"NEMU-02 1996","NEMU-02",145,539.272250418711,115,"NEMU",-221.945451114078,-30
1997,674.518866283983,"NEMU-02 1997","NEMU-02",152,524.671762769345,132,"NEMU",-149.847103514638,-20
1998,675.881432460819,"NEMU-02 1998","NEMU-02",126,578.917126229322,114,"NEMU",-96.9643062314975,-12
1999,735.96668584757,"NEMU-02 1999","NEMU-02",138,624.922878748044,125,"NEMU",-111.043807099525,-13
2000,821.553911699123,"NEMU-02 2000","NEMU-02",140,709.651477601474,128,"NEMU",-111.902434097649,-12
2001,792.267622784546,"NEMU-02 2001","NEMU-02",134,666.417140224382,123,"NEMU",-125.850482560164,-11
1991,768.063782066505,"NEMU-03 1991","NEMU-03",130,688.524033415531,119,"NEMU",-79.5397486509737,-11
1992,759.29264902302,"NEMU-03 1992","NEMU-03",141,670.13184278428,127,"NEMU",-89.1608062387395,-14
1993,653.3024817951,"NEMU-03 1993","NEMU-03",126,569.185217905204,117,"NEMU",-84.1172638898959,-9
1994,788.620592132986,"NEMU-03 1994","NEMU-03",141,647.186466340732,121,"NEMU",-141.434125792254,-20
1995,687.167949894159,"NEMU-03 1995","NEMU-03",143,559.741588473017,126,"NEMU",-127.426361421142,-17
1996,682.934333893537,"NEMU-03 1996","NEMU-03",138,539.272250418711,115,"NEMU",-143.662083474826,-23
1997,649.564289376199,"NEMU-03 1997","NEMU-03",150,517.058660159554,131,"NEMU",-132.505629216645,-19
1998,684.380335509262,"NEMU-03 1998","NEMU-03",127,564.993479176862,112,"NEMU",-119.3868563324,-15
1999,714.226882451347,"NEMU-03 1999","NEMU-03",136,608.137407141194,123,"NEMU",-106.089475310153,-13
2000,762.408380567407,"NEMU-03 2000","NEMU-03",132,673.321269116204,125,"NEMU",-89.0871114512025,-7
2001,743.477365666114,"NEMU-03 2001","NEMU-03",130,636.104869400232,121,"NEMU",-107.372496265881,-9
1991,612.441669351503,"POTR-03 1991","POTR-03",109,618.656142943532,110,"POTR",6.21447359202921,1
1992,457.112235737349,"POTR-03 1992","POTR-03",92,670.13184278428,127,"POTR",213.019607046931,35
1993,406.542228896836,"POTR-03 1993","POTR-03",92,569.185217905204,117,"POTR",162.642989008368,25
1992,1405.38555282312,"LYLI-02 1992","LYLI-02",193,751.059721451056,138,"LYLI",-654.325831372069,-55
1994,1364.94091763509,"LYLI-02 1994","LYLI-02",183,748.129557888084,135,"LYLI",-616.811359747008,-48
1995,1193.73568609476,"LYLI-02 1995","LYLI-02",191,614.802486148947,134,"LYLI",-578.933199945811,-57
1997,1286.09966664375,"LYLI-02 1997","LYLI-02",195,576.579010189601,139,"LYLI",-709.520656454153,-56
1998,1252.30339072778,"LYLI-02 1998","LYLI-02",179,675.881432460819,126,"LYLI",-576.421958266956,-53
1999,1336.9132745299,"LYLI-02 1999","LYLI-02",181,663.727558533817,130,"LYLI",-673.185715996078,-51
2000,1364.62667182095,"LYLI-02 2000","LYLI-02",189,757.408380567407,131,"LYLI",-607.21829125354,-58
1991,1138.57301222764,"NYSY-03 1991","NYSY-03",158,1057.12454800155,151,"NYSY",-81.448464226087,-7
1994,1147.43875163008,"NYSY-03 1994","NYSY-03",169,842.53096567205,145,"NYSY",-304.907785958032,-24
1996,1101.38804206325,"NYSY-03 1996","NYSY-03",172,768.955977118357,146,"NYSY",-332.432064944896,-26
1998,961.625728181998,"NYSY-03 1998","NYSY-03",157,753.216241659807,137,"NYSY",-208.409486522192,-20
1999,1052.59934580732,"NYSY-03 1999","NYSY-03",163,724.252004609968,137,"NYSY",-328.347341197349,-26
2000,1177.63931956102,"NYSY-03 2000","NYSY-03",176,788.488229608735,136,"NYSY",-389.151089952283,-40
1992,751.059721451056,"SAPU-03 1992","SAPU-03",138,541.092202696349,108,"SAPU",-209.967518754707,-30
1993,621.021869494084,"SAPU-03 1993","SAPU-03",123,502.086680518834,109,"SAPU",-118.93518897525,-14
1994,702.452797003742,"SAPU-03 1994","SAPU-03",129,518.661180752725,103,"SAPU",-183.791616251017,-26
1995,590.292717951228,"SAPU-03 1995","SAPU-03",130,487.606076857326,114,"SAPU",-102.686641093902,-16
1996,662.54230586222,"SAPU-03 1996","SAPU-03",135,426.112052337541,97,"SAPU",-236.430253524679,-38
1997,582.127301862138,"SAPU-03 1997","SAPU-03",141,430.722060395503,102,"SAPU",-151.405241466636,-39
1998,617.246051795425,"SAPU-03 1998","SAPU-03",120,525.49944853239,106,"SAPU",-91.7466032630347,-14
1999,654.606223849974,"SAPU-03 1999","SAPU-03",129,464.029649011542,98,"SAPU",-190.576574838432,-31
2001,721.420765685517,"SAPU-03 2001","SAPU-03",128,592.320697151457,115,"SAPU",-129.10006853406,-13
1994,496.677273858396,"POTR-04 1994","POTR-04",99,655.624511872165,122,"POTR",158.947238013768,23
1996,389.405533910786,"POTR-04 1996","POTR-04",90,592.46752801602,125,"POTR",203.061994105234,35
1997,430.722060395503,"POTR-04 1997","POTR-04",102,506.33269728711,122,"POTR",75.6106368916075,20
1998,421.271815239988,"POTR-04 1998","POTR-04",89,525.49944853239,106,"POTR",104.227633292402,17
1999,414.258043821203,"POTR-04 1999","POTR-04",90,583.972194108875,119,"POTR",169.714150287672,29
2000,446.651351654392,"POTR-04 2000","POTR-04",87,696.318965860522,127,"POTR",249.667614206131,40
2001,521.405500099184,"POTR-04 2001","POTR-04",105,636.104869400232,121,"POTR",114.699369301048,16
1998,906.281090795434,"COAL-04 1998","COAL-04",150,596.994519910666,117,"COAL",-309.286570884768,-33
2000,709.651477601474,"SAPU-04 2000","SAPU-04",128,493.467415672781,95,"SAPU",-216.184061928693,-33
2001,713.182041785113,"SAPU-04 2001","SAPU-04",127,566.351715184648,112,"SAPU",-146.830326600465,-15
2001,848.391028334368,"PRSE-04 2001","PRSE-04",141,697.971420119001,125,"PRSE",-150.419608215367,-16
