"","s_id","locale","lon","lat","alt","plant_id","cult_id","year","flo_day","leaf_day","FLS"
"154","19298","44.75,14.767","14.767","44.75","26","222","130","1991",84,86,2
"155","19291","45.6,17.233","17.233","45.6","161","222","130","1992",99,105,6
"156","19293","44.533,15.4","15.4","44.533","566","222","130","1992",115,120,5
"157","19297","45.267,15.283","15.283","45.267","325","222","130","1992",106,111,5
"158","19298","44.75,14.767","14.767","44.75","26","222","130","1992",86,93,7
"159","19291","45.6,17.233","17.233","45.6","161","222","130","1993",106,110,4
"160","19293","44.533,15.4","15.4","44.533","566","222","130","1993",118,122,4
"161","19296","45.367,18.233","18.233","45.367","231","222","130","1993",106,109,3
"162","19297","45.267,15.283","15.283","45.267","325","222","130","1993",112,116,4
"163","19291","45.6,17.233","17.233","45.6","161","222","130","1994",87,92,5
"164","19293","44.533,15.4","15.4","44.533","566","222","130","1994",107,111,4
"165","19296","45.367,18.233","18.233","45.367","231","222","130","1994",86,90,4
"166","19297","45.267,15.283","15.283","45.267","325","222","130","1994",90,95,5
"167","19291","45.6,17.233","17.233","45.6","161","222","130","1995",95,97,2
"168","19293","44.533,15.4","15.4","44.533","566","222","130","1995",110,114,4
"169","19296","45.367,18.233","18.233","45.367","231","222","130","1995",96,98,2
"170","19297","45.267,15.283","15.283","45.267","325","222","130","1995",99,103,4
"171","19298","44.75,14.767","14.767","44.75","26","222","130","1995",86,96,10
"172","19291","45.6,17.233","17.233","45.6","161","222","130","1996",113,115,2
"173","19293","44.533,15.4","15.4","44.533","566","222","130","1996",122,123,1
"174","19296","45.367,18.233","18.233","45.367","231","222","130","1996",114,115,1
"175","19297","45.267,15.283","15.283","45.267","325","222","130","1996",117,122,5
"176","19291","45.6,17.233","17.233","45.6","161","222","130","1997",108,117,9
"177","19296","45.367,18.233","18.233","45.367","231","222","130","1997",109,115,6
"178","19297","45.267,15.283","15.283","45.267","325","222","130","1997",114,119,5
"179","19298","44.75,14.767","14.767","44.75","26","222","130","1997",84,95,11
"180","19291","45.6,17.233","17.233","45.6","161","222","130","1998",93,105,12
"181","19296","45.367,18.233","18.233","45.367","231","222","130","1998",90,99,9
"182","19297","45.267,15.283","15.283","45.267","325","222","130","1998",95,103,8
"183","19298","44.75,14.767","14.767","44.75","26","222","130","1998",81,92,11
"184","19291","45.6,17.233","17.233","45.6","161","222","130","1999",93,100,7
"185","19293","44.533,15.4","15.4","44.533","566","222","130","1999",115,118,3
"186","19296","45.367,18.233","18.233","45.367","231","222","130","1999",92,97,5
"187","19297","45.267,15.283","15.283","45.267","325","222","130","1999",94,102,8
"188","19298","44.75,14.767","14.767","44.75","26","222","130","1999",86,96,10
"190","19291","45.6,17.233","17.233","45.6","161","222","130","2000",97,103,6
"191","19293","44.533,15.4","15.4","44.533","566","222","130","2000",109,113,4
"192","19296","45.367,18.233","18.233","45.367","231","222","130","2000",99,91,-8
"193","19297","45.267,15.283","15.283","45.267","325","222","130","2000",98,102,4
"194","19298","44.75,14.767","14.767","44.75","26","222","130","2000",88,96,8
"195","19529","44.5333,18.6833","18.6833","44.5333","305","222","100","2001",84,89,5
