"","id","name","GEN.SPA","Force","Light","Chill","good_flaskid","flo_day","Lbb_day","leaf_day","Lexpand_day","treatcode","Flo.poss.","Dead.alive"
"376","ACEPEN20 HF DB_WL1_4","ACEPEN20 HF DB","ACE.PEN","W","L",1,"WL1_4",NA,33,42,37,"W_L_1","N","A"
"377","CORCOR09_HF_WL1_4","CORCOR09_HF","COR.COR","W","L",1,"WL1_4",NA,35,48,35,"W_L_1","N","A"
"378","ILEMUC 9 HF DB_WL1_4","ILEMUC 9 HF DB","ILE.MUC","W","L",1,"WL1_4",NA,22,28,26,"W_L_1","N","A"
"379","ACESAC13 HF DB_WL1_3","ACESAC13 HF DB","ACE.SAC","W","L",1,"WL1_3",NA,48,51,NA,"W_L_1","N","A"
"380","BETALL31 HF DB_WL1_3","BETALL31 HF DB","BET.ALL","W","L",1,"WL1_3",NA,28,35,30,"W_L_1","N","A"
"381","PRUPEN 24 HF DB_WL1_3","PRUPEN 24 HF DB","PRU.PEN","W","L",1,"WL1_3",22,7,17,12,"W_L_1","Y","A"
"382","ACEPEN14 HF DB_WL1_24","ACEPEN14 HF DB","ACE.PEN","W","L",1,"WL1_24",NA,NA,NA,NA,"W_L_1","?","A"
"383","ILEMUC 12 HF DB_WL1_24","ILEMUC 12 HF DB","ILE.MUC","W","L",1,"WL1_24",NA,40,62,54,"W_L_1","N","A"
"384","ILEVER06 HF DB_WL1_24","ILEVER06 HF DB","ILE.VER","W","L",1,"WL1_24",62,19,24,22,"W_L_1","Y","A"
"385","ILEMUC 14 HF DB_WL1_23","ILEMUC 14 HF DB","ILE.MUC","W","L",1,"WL1_23",NA,22,24,22,"W_L_1","N","A"
"386","ILEVER04 HF DB_WL1_23","ILEVER04 HF DB","ILE.VER","W","L",1,"WL1_23",NA,17,22,19,"W_L_1","N","A"
"387","VACCOR 7 HF DB_WL1_23","VACCOR 7 HF DB","VAC.COR","W","L",1,"WL1_23",17,12,22,14,"W_L_1","Y","A"
"388","CORCOR 15 HF DB_WL1_22","CORCOR 15 HF DB","COR.COR","W","L",1,"WL1_22",NA,NA,NA,NA,"W_L_1","N","D"
"389","PRUPEN 23 HF DB_WL1_22","PRUPEN 23 HF DB","PRU.PEN","W","L",1,"WL1_22",NA,9,12,14,"W_L_1","N","A"
"390","VACCOR 7 HF DB_WL1_22","VACCOR 7 HF DB","VAC.COR","W","L",1,"WL1_22",NA,17,28,24,"W_L_1","N","D"
"391","BETALL26 HF DB_WL1_21","BETALL26 HF DB","BET.ALL","W","L",1,"WL1_21",NA,33,35,33,"W_L_1","N","A"
"392","ILEMUC 13 HF DB_WL1_21","ILEMUC 13 HF DB","ILE.MUC","W","L",1,"WL1_21",35,30,35,33,"W_L_1","Y","A"
"393","VACCOR 2 HF DB_WL1_21","VACCOR 2 HF DB","VAC.COR","W","L",1,"WL1_21",19,14,22,17,"W_L_1","Y","A"
"394","ACERUB23 HF DB_WL1_20","ACERUB23 HF DB","ACE.RUB","W","L",1,"WL1_20",28,NA,73,NA,"W_L_1","Y","A"
"395","ACESAC13 HF DB_WL1_20","ACESAC13 HF DB","ACE.SAC","W","L",1,"WL1_20",NA,48,51,NA,"W_L_1","N","D"
"396","COMPER 6 HF DB_WL1_20","COMPER 6 HF DB","COM.PER","W","L",1,"WL1_20",17,14,30,22,"W_L_1","Y","A"
"397","ACEPEN19 HF DB_WL1_2","ACEPEN19 HF DB","ACE.PEN","W","L",1,"WL1_2",NA,17,26,24,"W_L_1","N","A"
"398","COMPER 5 HF DB_WL1_2","COMPER 5 HF DB","COM.PER","W","L",1,"WL1_2",17,26,35,28,"W_L_1","Y","A"
"399","VIBACE06 HF DB_WL1_2","VIBACE06 HF DB","VIB.ACE","W","L",1,"WL1_2",NA,30,45,33,"W_L_1","N","A"
"400","ILEVER07 HF DB_WL1_19","ILEVER07 HF DB","ILE.VER","W","L",1,"WL1_19",NA,12,19,17,"W_L_1","N","A"
"401","PRUVIR 2 HF DB_WL1_19","PRUVIR 2 HF DB","PRU.VIR","W","L",1,"WL1_19",NA,33,37,30,"W_L_1","N","D"
"402","VIBACE06 HF DB_WL1_19","VIBACE06 HF DB","VIB.ACE","W","L",1,"WL1_19",NA,NA,NA,NA,"W_L_1","N","D"
"403","ACESAC11 HF DB_WL1_18","ACESAC11 HF DB","ACE.SAC","W","L",1,"WL1_18",NA,NA,70,68,"W_L_1","N","D"
"404","CORCOR16 HF_WL1_18","CORCOR16 HF","COR.COR","W","L",1,"WL1_18",28,28,54,35,"W_L_1","Y","A"
"405","VIBACE4 HF DB_WL1_18","VIBACE4 HF DB","VIB.ACE","W","L",1,"WL1_18",NA,NA,NA,NA,"W_L_1","N","D"
"406","ACEPEN14 HF DB_WL1_17","ACEPEN14 HF DB","ACE.PEN","W","L",1,"WL1_17",NA,28,42,40,"W_L_1","N","A"
"407","ACESAC17 HF DB_WL1_17","ACESAC17 HF DB","ACE.SAC","W","L",1,"WL1_17",NA,65,68,NA,"W_L_1","N","D"
"408","VIBACE11 HF DB_WL1_17","VIBACE11 HF DB","VIB.ACE","W","L",1,"WL1_17",NA,28,40,33,"W_L_1","N","A"
"409","ACEPEN16 HF DB_WL1_16","ACEPEN16 HF DB","ACE.PEN","W","L",1,"WL1_16",NA,33,54,51,"W_L_1","N","A"
"410","ACERUB28 HF DB_WL1_16","ACERUB28 HF DB","ACE.RUB","W","L",1,"WL1_16",NA,NA,NA,NA,"W_L_1","?","A"
"411","ILEVER06 HF DB_WL1_16","ILEVER06 HF DB","ILE.VER","W","L",1,"WL1_16",NA,14,22,17,"W_L_1","N","D"
"412","ACERUB23 HF DB_WL1_15","ACERUB23 HF DB","ACE.RUB","W","L",1,"WL1_15",33,62,68,65,"W_L_1","Y","A"
"413","ILEVER05 HF DB_WL1_15","ILEVER05 HF DB","ILE.VER","W","L",1,"WL1_15",NA,14,22,17,"W_L_1","N","A"
"414","PRUVIR 4 HF DB_WL1_15","PRUVIR 4 HF DB","PRU.VIR","W","L",1,"WL1_15",NA,26,33,28,"W_L_1","N","A"
"415","BETALL31 HF DB_WL1_14","BETALL31 HF DB","BET.ALL","W","L",1,"WL1_14",NA,35,42,37,"W_L_1","N","A"
"416","COMPER 5 HF DB_WL1_14","COMPER 5 HF DB","COM.PER","W","L",1,"WL1_14",12,17,42,24,"W_L_1","Y","A"
"417","CORCOR16_HF_WL1_14","CORCOR16_HF","COR.COR","W","L",1,"WL1_14",NA,33,54,40,"W_L_1","N","A"
"418","ACERUB22 HF DB_WL1_13","ACERUB22 HF DB","ACE.RUB","W","L",1,"WL1_13",NA,NA,NA,NA,"W_L_1","N","D"
"419","COMPER 3 HF DB_WL1_13","COMPER 3 HF DB","COM.PER","W","L",1,"WL1_13",37,28,45,30,"W_L_1","Y","A"
"420","ILEVER05 HF DB_WL1_13","ILEVER05 HF DB","ILE.VER","W","L",1,"WL1_13",NA,28,NA,37,"W_L_1","N","D"
"421","PRUPEN 22 HF DB_WL1_12","PRUPEN 22 HF DB","PRU.PEN","W","L",1,"WL1_12",NA,9,22,17,"W_L_1","N","A"
"422","PRUVIR 3 HF DB_WL1_12","PRUVIR 3 HF DB","PRU.VIR","W","L",1,"WL1_12",40,NA,30,28,"W_L_1","Y","A"
"423","VACCOR 9 HF DB_WL1_12","VACCOR 9 HF DB","VAC.COR","W","L",1,"WL1_12",NA,9,17,14,"W_L_1","N","A"
"424","PRUVIR 6 HF DB_WL1_11","PRUVIR 6 HF DB","PRU.VIR","W","L",1,"WL1_11",NA,28,35,30,"W_L_1","Y","A"
"425","VACCOR 7 HF DB_WL1_11","VACCOR 7 HF DB","VAC.COR","W","L",1,"WL1_11",19,17,26,24,"W_L_1","Y","A"
"426","VIBACE09 HF DB_WL1_11","VIBACE09 HF DB","VIB.ACE","W","L",1,"WL1_11",NA,22,28,26,"W_L_1","N","A"
"427","ACESAC12 HF DB_WL1_10","ACESAC12 HF DB","ACE.SAC","W","L",1,"WL1_10",NA,NA,NA,NA,"W_L_1","N","A"
"428","PRUVIR 2 HF DB_WL1_10","PRUVIR 2 HF DB","PRU.VIR","W","L",1,"WL1_10",NA,28,37,33,"W_L_1","N","A"
"429","VACCOR 6 HF DB_WL1_10","VACCOR 6 HF DB","VAC.COR","W","L",1,"WL1_10",24,14,22,17,"W_L_1","Y","A"
"430","ACERUB27 HF DB_WL1_1","ACERUB27 HF DB","ACE.RUB","W","L",1,"WL1_1",NA,NA,NA,NA,"W_L_1","N","D"
"431","PRUPEN 24 HF DB_WL1_1","PRUPEN 24 HF DB","PRU.PEN","W","L",1,"WL1_1",22,9,22,14,"W_L_1","N","A"
"432","PRUVIR 2 HF DB_WL1_1","PRUVIR 2 HF DB","PRU.VIR","W","L",1,"WL1_1",NA,33,48,37,"W_L_1","N","A"
"433","ACEPEN15 HF DB_CS1_9","ACEPEN15 HF DB","ACE.PEN","C","S",1,"CS1_9",NA,51,62,48,"C_S_1","N","A"
"434","COMPER 8 HF DB_CS1_9","COMPER 8 HF DB","COM.PER","C","S",1,"CS1_9",35,40,62,51,"C_S_1","Y","A"
"435","PRUPEN 21 HF DB_CS1_9","PRUPEN 21 HF DB","BET.SPP","C","S",1,"CS1_9",NA,30,48,35,NA,NA,NA
"436","COMPER 6 HF DB_CS1_8","COMPER 6 HF DB","COM.PER","C","S",1,"CS1_8",28,48,NA,NA,"C_S_1","Y","D"
"437","CORCOR 16 HF DB_CS1_8","CORCOR 16 HF DB","COR.COR","C","S",1,"CS1_8",NA,54,NA,NA,"C_S_1","Y","D"
"438","PRUPEN 22 HF DB_CS1_8","PRUPEN 22 HF DB","PRU.PEN","C","S",1,"CS1_8",37,17,40,35,"C_S_1","N","A"
"439","ACESAC11 HF DB_CS1_7","ACESAC11 HF DB","ACE.SAC","C","S",1,"CS1_7",NA,86,97,91,"C_S_1","N","A"
"440","BETALL26 HF DB_CS1_7","BETALL26 HF DB","BET.ALL","C","S",1,"CS1_7",NA,30,65,56,"C_S_1","N","A"
"441","PRUPEN 21 HF DB_CS1_7","PRUPEN 21 HF DB","BET.SPP","C","S",1,"CS1_7",NA,33,45,35,NA,NA,NA
"442","ACEPEN18 HF DB_CS1_6","ACEPEN18 HF DB","ACE.PEN","C","S",1,"CS1_6",51,35,51,45,"C_S_1","Y","A"
"443","BETALL32 HF DB_CS1_6","BETALL32 HF DB","BET.ALL","C","S",1,"CS1_6",NA,48,59,54,"C_S_1","N","A"
"444","VACCOR 6 HF DB_CS1_6","VACCOR 6 HF DB","VAC.COR","C","S",1,"CS1_6",NA,37,45,42,"C_S_1","N","A"
"445","ACERUB28 HF DB_CS1_5","ACERUB28 HF DB","ACE.RUB","C","S",1,"CS1_5",NA,NA,NA,NA,"C_S_1","?","A"
"446","PRUVIR 7 HF DB_CS1_5","PRUVIR 7 HF DB","AME.SPP","C","S",1,"CS1_5",NA,NA,NA,NA,NA,NA,NA
"447","VACCOR 9 HF DB_CS1_5","VACCOR 9 HF DB","VAC.COR","C","S",1,"CS1_5",NA,17,30,26,"C_S_1","N","A"
"448","COMPER 8 HF DB_CS1_4","COMPER 8 HF DB","COM.PER","C","S",1,"CS1_4",28,33,68,37,"C_S_1","Y","A"
"449","VACCOR 9 HF DB_CS1_4","VACCOR 9 HF DB","VAC.COR","C","S",1,"CS1_4",NA,12,30,19,"C_S_1","N","A"
"450","VIBACE10 HF DB_CS1_4","VIBACE10 HF DB","VIB.ACE","C","S",1,"CS1_4",82,45,54,51,"C_S_1","Y","A"
"451","ACESAC11 HF DB_CS1_3","ACESAC11 HF DB","ACE.SAC","C","S",1,"CS1_3",NA,86,97,91,"C_S_1","N","A"
"452","CORCOR14 HF DB_CS1_3","CORCOR14 HF DB","COR.COR","C","S",1,"CS1_3",NA,54,62,NA,"C_S_1","N","A"
"453","ILEVER03 HF DB_CS1_3","ILEVER03 HF DB","ILE.VER","C","S",1,"CS1_3",107,28,35,33,"C_S_1","Y","A"
"454","ACERUB23 HF DB_CS1_24","ACERUB23 HF DB","ACE.RUB","C","S",1,"CS1_24",NA,NA,NA,NA,"C_S_1","?","A"
"455","VACCOR 3 HF DB_CS1_24","VACCOR 3 HF DB","VAC.COR","C","S",1,"CS1_24",37,17,33,26,"C_S_1","Y","A"
"456","VIBACE02 HF DB_CS1_24","VIBACE02 HF DB","VIB.ACE","C","S",1,"CS1_24",97,48,62,54,"C_S_1","Y","A"
"457","CORCOR 15 HF DB_CS1_23","CORCOR 15 HF DB","COR.COR","C","S",1,"CS1_23",40,68,82,79,"C_S_1","Y","A"
"458","ILEMUC 12 HF DB_CS1_23","ILEMUC 12 HF DB","ILE.MUC","C","S",1,"CS1_23",NA,NA,NA,NA,"C_S_1","?","A"
"459","VACCOR 3 HF DB_CS1_23","VACCOR 3 HF DB","VAC.COR","C","S",1,"CS1_23",NA,22,35,33,"C_S_1","N","A"
"460","ACERUB28 HF DB_CS1_22","ACERUB28 HF DB","ACE.RUB","C","S",1,"CS1_22",NA,NA,NA,NA,"C_S_1","N","A"
"461","COMPER 6 HF DB_CS1_22","COMPER 6 HF DB","COM.PER","C","S",1,"CS1_22",28,37,91,65,"C_S_1","Y","A"
"462","CORCOR 15 HF DB_CS1_22","CORCOR 15 HF DB","COR.COR","C","S",1,"CS1_22",37,62,73,68,"C_S_1","Y","A"
"463","BETALL26 HF DB_CS1_21","BETALL26 HF DB","BET.ALL","C","S",1,"CS1_21",NA,51,65,54,"C_S_1","N","A"
"464","ILEVER01 HF DB_CS1_21","ILEVER01 HF DB","ILE.VER","C","S",1,"CS1_21",NA,28,37,35,"C_S_1","N","A"
"465","VIBACE07 HF DB_CS1_21","VIBACE07 HF DB","VIB.ACE","C","S",1,"CS1_21",NA,42,51,45,"C_S_1","N","A"
"466","ACERUB27 HF DB_CS1_20","ACERUB27 HF DB","ACE.RUB","C","S",1,"CS1_20",NA,NA,NA,NA,"C_S_1","?","A"
"467","ILEMUC 13 HF DB_CS1_20","ILEMUC 13 HF DB","ILE.MUC","C","S",1,"CS1_20",NA,NA,NA,NA,"C_S_1","?","A"
"468","PRUPEN16 HF DB_CS1_20","PRUPEN16 HF DB","PRU.PEN","C","S",1,"CS1_20",NA,12,37,26,"C_S_1","N","A"
"469","ILEMUC 14 HF DB_CS1_2","ILEMUC 14 HF DB","ILE.MUC","C","S",1,"CS1_2",NA,NA,NA,NA,"C_S_1","?","?"
"470","PRUPEN 21 HF DB_CS1_2","PRUPEN 21 HF DB","BET.SPP","C","S",1,"CS1_2",NA,33,48,37,NA,NA,NA
"471","VIBACE4 HF DB_CS1_2","VIBACE4 HF DB","VIB.ACE","C","S",1,"CS1_2",NA,56,68,56,"C_S_1","N","Y"
"472","ACEPEN18 HF DB_CS1_19","ACEPEN18 HF DB","ACE.PEN","C","S",1,"CS1_19",54,40,54,51,"C_S_1","Y","A"
"473","ILEMUC 11 HF DB_CS1_19","ILEMUC 11 HF DB","ILE.MUC","C","S",1,"CS1_19",NA,NA,NA,NA,"C_S_1","N","D"
"474","PRUVIR 4 HF DB_CS1_19","PRUVIR 4 HF DB","PRU.VIR","C","S",1,"CS1_19",NA,NA,NA,NA,"C_S_1","?","A"
"475","ACEPEN19 HF DB_CS1_18","ACEPEN19 HF DB","ACE.PEN","C","S",1,"CS1_18",54,40,54,48,"C_S_1","Y","A"
"476","PRUVIR 4 HF DB_CS1_18","PRUVIR 4 HF DB","PRU.VIR","C","S",1,"CS1_18",NA,NA,NA,NA,"C_S_1","?","A"
"477","VIBACE01 HF DB_CS1_18","VIBACE01 HF DB","VIB.ACE","C","S",1,"CS1_18",NA,62,73,65,"C_S_1","N","A"
"478","ACERUB25 HF DB_CS1_17","ACERUB25 HF DB","ACE.RUB","C","S",1,"CS1_17",NA,79,89,86,"C_S_1","N","A"
"479","ACESAC12 HF DB_CS1_17","ACESAC12 HF DB","ACE.SAC","C","S",1,"CS1_17",NA,89,97,94,"C_S_1","N","A"
"480","BETALL25 HF DB_CS1_17","BETALL25 HF DB","BET.ALL","C","S",1,"CS1_17",NA,45,51,48,"C_S_1","N","A"
"481","ACEPEN20 HF DB_CS1_16","ACEPEN20 HF DB","ACE.PEN","C","S",1,"CS1_16",NA,40,56,48,"C_S_1","N","A"
"482","ACESAC19 HF DB_CS1_16","ACESAC19 HF DB","ACE.SAC","C","S",1,"CS1_16",NA,NA,NA,NA,"C_S_1","N","A"
"483","ILEMUC 10 HF DB_CS1_16","ILEMUC 10 HF DB","ILE.MUC","C","S",1,"CS1_16",NA,NA,NA,NA,"C_S_1","?","A"
"484","COMPER 1 HF DB_CS1_15","COMPER 1 HF DB","COM.PER","C","S",1,"CS1_15",30,33,48,40,"C_S_1","Y","A"
"485","CORCOR09_HF_CS1_15","CORCOR09_HF","COR.COR","C","S",1,"CS1_15",40,56,65,62,"C_S_1","Y","A"
"486","ILEVER01 HF DB_CS1_15","ILEVER01 HF DB","ILE.VER","C","S",1,"CS1_15",NA,19,28,24,"C_S_1","N","A"
"487","ILEMUC 11 HF DB_CS1_14","ILEMUC 11 HF DB","ILE.MUC","C","S",1,"CS1_14",NA,NA,NA,NA,"C_S_1","N","D"
"488","ILEVER05 HF DB_CS1_14","ILEVER05 HF DB","ILE.VER","C","S",1,"CS1_14",NA,22,30,28,"C_S_1","Y","A"
"489","PRUVIR 5 HF DB_CS1_14","PRUVIR 5 HF DB","PRU.VIR","C","S",1,"CS1_14",NA,NA,NA,NA,"C_S_1","?","?"
"490","ILEVER6 HF DB_CS1_13","ILEVER6 HF DB","ILE.VER","C","S",1,"CS1_13",104,33,42,40,"C_S_1","Y","A"
"491","PRUPEN16 HF DB_CS1_13","PRUPEN16 HF DB","PRU.PEN","C","S",1,"CS1_13",45,12,37,28,"C_S_1","Y","A"
"492","PRUVIR 5 HF DB_CS1_13","PRUVIR 5 HF DB","PRU.VIR","C","S",1,"CS1_13",NA,NA,NA,NA,"C_S_1","?","A"
"493","ACEPEN14 HF DB_CS1_12","ACEPEN14 HF DB","ACE.PEN","C","S",1,"CS1_12",NA,NA,NA,NA,"C_S_1","N","D"
"494","COMPER 6 HF DB_CS1_12","COMPER 6 HF DB","COM.PER","C","S",1,"CS1_12",NA,33,48,40,"C_S_1","N","A"
"495","ILEVER05 HF DB_CS1_12","ILEVER05 HF DB","ILE.VER","C","S",1,"CS1_12",NA,33,40,35,"C_S_1","N","D"
"496","ACERUB22 HF DB_CS1_11","ACERUB22 HF DB","ACE.RUB","C","S",1,"CS1_11",NA,NA,NA,112,"C_S_1","N","A"
"497","PRUVIR 7 HF DB_CS1_11","PRUVIR 7 HF DB","AME.SPP","C","S",1,"CS1_11",NA,99,104,101,NA,NA,NA
"498","VACCOR 10 HF DB_CS1_11","VACCOR 10 HF DB","VAC.COR","C","S",1,"CS1_11",33,17,37,26,"C_S_1","Y","A"
"499","ACESAC12 HF DB_CS1_10","ACESAC12 HF DB","ACE.SAC","C","S",1,"CS1_10",NA,76,82,79,"C_S_1","N","A"
"500","BETALL26 HF DB_CS1_10","BETALL26 HF DB","BET.ALL","C","S",1,"CS1_10",NA,59,51,48,"C_S_1","N","A"
"501","VIBACE? HF DB_CS1_10","VIBACE? HF DB","VIB.ACE","C","S",1,"CS1_10",NA,91,NA,NA,"C_S_1","N","D"
"502","ACESAC17 HF DB_CS1_1","ACESAC17 HF DB","ACE.SAC","C","S",1,"CS1_1",NA,101,110,NA,"C_S_1","N","A"
"503","BETALL34 HF DB_CS1_1","BETALL34 HF DB","BET.ALL","C","S",1,"CS1_1",NA,56,70,65,"C_S_1","N","A"
"504","CORCOR06 HF_CS1_1","CORCOR06 HF","COR.COR","C","S",1,"CS1_1",NA,37,48,42,"C_S_1","N","A"
"505","ACEPEN16 HF DB_CL1_9","ACEPEN16 HF DB","ACE.PEN","C","L",1,"CL1_9",56,33,48,42,"C_L_1","Y","A"
"506","ILEVER01 HF DB_CL1_9","ILEVER01 HF DB","ILE.VER","C","L",1,"CL1_9",NA,26,33,30,"C_L_1","N","A"
"507","VIBACE5 HF DB_CL1_9","VIBACE5 HF DB","VIB.ACE","C","L",1,"CL1_9",NA,35,45,40,"C_L_1","N","A"
"508","COMPER 3 HF DB_CL1_8","COMPER 3 HF DB","COM.PER","C","L",1,"CL1_8",35,40,56,48,"C_L_1","Y","A"
"509","ILEVER06 HF DB_CL1_8","ILEVER06 HF DB","ILE.VER","C","L",1,"CL1_8",NA,24,30,26,"C_L_1","N","A"
"510","PRUPEN 21 HF DB_CL1_8","PRUPEN 21 HF DB","BET.SPP","C","L",1,"CL1_8",NA,30,40,35,NA,NA,NA
"511","ACEPEN16 HF DB_CL1_7","ACEPEN16 HF DB","ACE.PEN","C","L",1,"CL1_7",45,33,51,42,"C_L_1","Y","A"
"512","BETALL32 HF DB_CL1_7","BETALL32 HF DB","BET.ALL","C","L",1,"CL1_7",NA,54,65,56,"C_L_1","N","A"
"513","ILEMUC 12 HF DB_CL1_7","ILEMUC 12 HF DB","ILE.MUC","C","L",1,"CL1_7",54,45,51,48,"C_L_1","Y","A"
"514","ILEMUC 11 HF DB_CL1_6","ILEMUC 11 HF DB","ILE.MUC","C","L",1,"CL1_6",54,37,45,42,"C_L_1","Y","A"
"515","ILEVER09 HF DB_CL1_6","ILEVER09 HF DB","ILE.VER","C","L",1,"CL1_6",NA,NA,28,NA,"C_L_1","N","A"
"516","VIBACE07 HF DB_CL1_6","VIBACE07 HF DB","VIB.ACE","C","L",1,"CL1_6",NA,35,51,42,"C_L_1","N","A"
"517","ACESAC18 HF DB_CL1_5","ACESAC18 HF DB","ACE.SAC","C","L",1,"CL1_5",NA,99,NA,NA,"C_L_1","N","A"
"518","COMPER 2 HF DB_CL1_5","COMPER 2 HF DB","COM.PER","C","L",1,"CL1_5",35,48,62,56,"C_L_1","Y","A"
"519","PRUVIR 2 HF DB_CL1_5","PRUVIR 2 HF DB","PRU.VIR","C","L",1,"CL1_5",NA,NA,NA,NA,"C_L_1","?","?"
"520","ACEPEN20 HF DB_CL1_4","ACEPEN20 HF DB","ACE.PEN","C","L",1,"CL1_4",NA,28,51,40,"C_L_1","N","A"
"521","ACERUB23 HF DB_CL1_4","ACERUB23 HF DB","ACE.RUB","C","L",1,"CL1_4",NA,110,NA,NA,"C_L_1","N","A"
"522","BETALL25 HF DB_CL1_4","BETALL25 HF DB","BET.ALL","C","L",1,"CL1_4",NA,35,51,40,"C_L_1","N","A"
"523","COMPER 1 HF DB_CL1_3","COMPER 1 HF DB","COM.PER","C","L",1,"CL1_3",30,33,54,37,"C_L_1","Y","A"
"524","CORCOR07_HF_CL1_3","CORCOR07_HF","COR.COR","C","L",1,"CL1_3",62,54,65,59,"C_L_1","Y","A"
"525","ILEMUC 9 HF DB_CL1_3","ILEMUC 9 HF DB","ILE.MUC","C","L",1,"CL1_3",42,33,45,42,"C_L_1","Y","A"
"526","ACEPEN17 HF DB_CL1_24","ACEPEN17 HF DB","ACE.PEN","C","L",1,"CL1_24",54,37,51,48,"C_L_1","Y","A"
"527","COMPER 1 HF DB_CL1_24","COMPER 1 HF DB","COM.PER","C","L",1,"CL1_24",19,35,48,37,"C_L_1","Y","A"
"528","ILEMUC 14 HF DB_CL1_24","ILEMUC 14 HF DB","ILE.MUC","C","L",1,"CL1_24",NA,33,42,37,"C_L_1","N","A"
"529","CORCOR 17 HF DB_CL1_23","CORCOR 17 HF DB","COR.COR","C","L",1,"CL1_23",45,48,56,51,"C_L_1","Y","A"
"530","ILEVER03 HF DB_CL1_23","ILEVER03 HF DB","ILE.VER","C","L",1,"CL1_23",NA,22,NA,28,"C_L_1","N","A"
"531","PRUPEN 22 HF DB_CL1_23","PRUPEN 22 HF DB","PRU.PEN","C","L",1,"CL1_23",35,12,22,17,"C_L_1","Y","A"
"532","CORCOR 15 HF DB_CL1_22","CORCOR 15 HF DB","COR.COR","C","L",1,"CL1_22",33,62,68,65,"C_L_1","Y","A"
"533","PRUPEN 22 HF DB_CL1_22","PRUPEN 22 HF DB","PRU.PEN","C","L",1,"CL1_22",NA,28,42,33,"C_L_1","N","A"
"534","VIBACE07 HF DB_CL1_22","VIBACE07 HF DB","VIB.ACE","C","L",1,"CL1_22",73,33,40,35,"C_L_1","Y","A"
"535","BETALL26 HF DB_CL1_21","BETALL26 HF DB","BET.ALL","C","L",1,"CL1_21",NA,48,62,51,"C_L_1","N","A"
"536","CORCOR 15 HF DB_CL1_21","CORCOR 15 HF DB","COR.COR","C","L",1,"CL1_21",33,54,65,62,"C_L_1","Y","A"
"537","VACCOR 6 HF DB_CL1_21","VACCOR 6 HF DB","VAC.COR","C","L",1,"CL1_21",33,24,37,30,"C_L_1","Y","A"
"538","ACESAC17 HF DB_CL1_20","ACESAC17 HF DB","ACE.SAC","C","L",1,"CL1_20",NA,79,89,82,"C_L_1","N","A"
"539","COMPER 1 HF DB_CL1_20","COMPER 1 HF DB","COM.PER","C","L",1,"CL1_20",37,35,51,42,"C_L_1","Y","A"
"540","VACCOR 8 HF DB_CL1_20","VACCOR 8 HF DB","VAC.COR","C","L",1,"CL1_20",26,12,26,19,"C_L_1","Y","A"
"541","ACESAC17 HF DB_CL1_2","ACESAC17 HF DB","ACE.SAC","C","L",1,"CL1_2",NA,82,86,84,"C_L_1","N","A"
"542","BETALL33 HF DB_CL1_2","BETALL33 HF DB","BET.ALL","C","L",1,"CL1_2",NA,65,76,68,"C_L_1","N","A"
"543","ILEVER07 HF DB_CL1_2","ILEVER07 HF DB","ILE.VER","C","L",1,"CL1_2",NA,22,28,26,"C_L_1","N","A"
"544","ACESAC13 HF DB_CL1_19","ACESAC13 HF DB","ACE.SAC","C","L",1,"CL1_19",NA,82,84,NA,"C_L_1","N","A"
"545","PRUVIR 5 HF DB_CL1_19","PRUVIR 5 HF DB","PRU.VIR","C","L",1,"CL1_19",NA,59,NA,NA,"C_L_1","?","A"
"546","VIBACE02 HF DB_CL1_19","VIBACE02 HF DB","VIB.ACE","C","L",1,"CL1_19",NA,42,51,45,"C_L_1","N","A"
"547","ACERUB22 HF DB_CL1_18","ACERUB22 HF DB","ACE.RUB","C","L",1,"CL1_18",NA,NA,99,94,"C_L_1","N","A"
"548","PRUVIR 4 HF DB_CL1_18","PRUVIR 4 HF DB","PRU.VIR","C","L",1,"CL1_18",79,NA,65,62,"C_L_1","Y","A"
"549","VIBACE5 HF DB_CL1_18","VIBACE5 HF DB","VIB.ACE","C","L",1,"CL1_18",76,33,40,35,"C_L_1","Y","A"
"550","ILEMUC 12 HF DB_CL1_17","ILEMUC 12 HF DB","ILE.MUC","C","L",1,"CL1_17",45,35,42,40,"C_L_1","Y","A"
"551","PRUVIR 6 HF DB_CL1_17","PRUVIR 6 HF DB","PRU.VIR","C","L",1,"CL1_17",NA,99,NA,107,"C_L_1","?","A"
"552","VACCOR 2 HF DB_CL1_17","VACCOR 2 HF DB","VAC.COR","C","L",1,"CL1_17",35,22,33,26,"C_L_1","Y","A"
"553","ACEPEN20 HF DB_CL1_16","ACEPEN20 HF DB","ACE.PEN","C","L",1,"CL1_16",NA,40,59,51,"C_L_1","N","A"
"554","ACESAC18 HF DB_CL1_16","ACESAC18 HF DB","ACE.SAC","C","L",1,"CL1_16",NA,NA,NA,NA,"C_L_1","N","D"
"555","COMPER 1 HF DB_CL1_16","COMPER 1 HF DB","COM.PER","C","L",1,"CL1_16",28,33,54,37,"C_L_1","Y","A"
"556","ACESAC19 HF DB_CL1_15","ACESAC19 HF DB","ACE.SAC","C","L",1,"CL1_15",NA,89,91,NA,"C_L_1","N","A"
"557","ILEVER09 HF DB1_CL1_15","ILEVER09 HF DB1","ILE.VER","C","L",1,"CL1_15",NA,22,28,24,"C_L_1","Y","A"
"558","PRUPEN 21 HF DB_CL1_15","PRUPEN 21 HF DB","BET.SPP","C","L",1,"CL1_15",NA,NA,42,33,NA,NA,NA
