"","s_id","locale","lon","lat","alt","plant_id","cult_id","year","flower","leaf","offset"
"3964","2355","50.1667,8.98333","8.98333","50.1667","120","101","0","1952",121,104,-17
"3966","2357","50.2333,8.88333","8.88333","50.2333","130","101","0","1952",115,100,-15
"3982","2390","49.9833,7.96667","7.96667","49.9833","120","101","0","1952",109,100,-9
"3992","2415","50.1667,8.06667","8.06667","50.1667","380","101","0","1952",119,106,-13
"3994","2430","50.5667,8.28333","8.28333","50.5667","200","101","0","1952",124,107,-17
"3995","2432","50.5167,8.38333","8.38333","50.5167","220","101","0","1952",113,107,-6
"3999","2438","50.6167,8.35","8.35","50.6167","190","101","0","1952",116,77,-39
"4001","2444","50.6667,8.7","8.7","50.6667","180","101","0","1952",108,141,33
"4007","2496","49.75,7.3","7.3","49.75","450","101","0","1952",122,105,-17
"4011","2552","50.1667,7.55","7.55","50.1667","450","101","0","1952",121,106,-15
"4012","2568","49.75,6.65","6.65","49.75","260","101","0","1952",122,115,-7
"4017","2615","50.2,6.41667","6.41667","50.2","450","101","0","1952",123,115,-8
"4026","2652","49.9833,6.88333","6.88333","49.9833","160","101","0","1952",114,100,-14
"4027","2656","49.9667,7","7","49.9667","140","101","0","1952",110,106,-4
"4033","2698","49.6333,8.36667","8.36667","49.6333","95","101","0","1952",108,105,-3
"4038","2735","49.25,7.35","7.35","49.25","240","101","0","1952",110,105,-5
"4046","2842","48.7167,9.21667","9.21667","48.7167","391","101","0","1952",117,102,-15
"4049","2853","48.9667,10.1333","10.1333","48.9667","440","101","0","1952",124,110,-14
"4055","2869","48.9833,9.58333","9.58333","48.9833","290","101","0","1952",115,108,-7
"4065","2893","49.1333,10.1833","10.1833","49.1333","460","101","0","1952",125,105,-20
"4074","2914","48.6333,10.0167","10.0167","48.6333","620","101","0","1952",127,114,-13
"4076","2916","48.6833,10.1667","10.1667","48.6833","490","101","0","1952",115,103,-12
"4097","2959","49.05,9.1","9.1","49.05","220","101","0","1952",117,101,-16
"4102","2966","48.9,9.08333","9.08333","48.9","280","101","0","1952",112,103,-9
"4111","2985","48.65,9.46667","9.46667","48.65","310","101","0","1952",105,101,-4
"4125","3014","49.0833,9.88333","9.88333","49.0833","370","101","0","1952",127,112,-15
"4142","3049","49.5333,8.48333","8.48333","49.5333","95","101","0","1952",110,107,-3
"4149","3063","49.2167,8.51667","8.51667","49.2167","110","101","0","1952",111,103,-8
"4150","3065","49.4,9.4","9.4","49.4","230","101","0","1952",116,120,4
"4151","3069","49.5333,9.31667","9.31667","49.5333","340","101","0","1952",116,111,-5
"4154","3076","49.4667,9.58333","9.58333","49.4667","340","101","0","1952",112,100,-12
"4159","3081","49.2833,8.73333","8.73333","49.2833","140","101","0","1952",121,105,-16
"4160","3082","49.4667,8.98333","8.98333","49.4667","130","101","0","1952",120,110,-10
"4162","3087","49.25,8.73333","8.73333","49.25","140","101","0","1952",111,110,-1
"4163","3088","49.3833,8.8","8.8","49.3833","130","101","0","1952",125,100,-25
"4164","3091","49.2667,8.75","8.75","49.2667","180","101","0","1952",112,102,-10
"4172","3105","48.9667,8.3","8.3","48.9667","120","101","0","1952",109,105,-4
"4175","3110","49.4,8.53333","8.53333","49.4","100","101","0","1952",109,99,-10
"4185","3127","49.4167,9.28333","9.28333","49.4167","290","101","0","1952",115,103,-12
"4192","3143","49.3333,8.91667","8.91667","49.3333","210","101","0","1952",121,124,3
"4206","3170","49.6667,9.65","9.65","49.6667","190","101","0","1952",115,108,-7
"4208","3173","48.7667,8.25","8.25","48.7667","180","101","0","1952",82,92,10
"4210","3186","47.9,8.43333","8.43333","47.9","760","101","0","1952",130,108,-22
"4219","3237","48.3333,7.88333","7.88333","48.3333","170","101","0","1952",107,101,-6
"4223","3254","47.6,7.63333","7.63333","47.6","280","101","0","1952",115,101,-14
"4228","3283","48.4667,7.95","7.95","48.4667","160","101","0","1952",110,104,-6
"4247","3482","47.7333,12.8833","12.8833","47.7333","480","101","0","1952",118,107,-11
"4250","3486","48.05,10.8833","10.8833","48.05","590","101","0","1952",121,108,-13
"4252","3490","48.1667,11.4833","11.4833","48.1667","510","101","0","1952",119,101,-18
"4263","3515","47.7167,11.4167","11.4167","47.7167","620","101","0","1952",111,107,-4
"4264","3516","47.6833,11.5667","11.5667","47.6833","680","101","0","1952",119,110,-9
"4265","3520","47.6333,13","13","47.6333","550","101","0","1952",125,113,-12
"4269","3526","48.3833,11.4167","11.4167","48.3833","470","101","0","1952",105,101,-4
"4278","3545","48.4667,11.9333","11.9333","48.4667","420","101","0","1952",117,105,-12
"4288","3563","48.7833,11.2833","11.2833","48.7833","410","101","0","1952",117,107,-10
"4319","3628","47.8,11.0167","11.0167","47.8","980","101","0","1952",126,107,-19
"4321","3630","47.8333,10.8","10.8","47.8333","830","101","0","1952",135,114,-21
"4327","3642","48,11.1667","11.1667","48","560","101","0","1952",122,117,-5
"4337","3669","47.9833,12.1333","12.1333","47.9833","480","101","0","1952",118,106,-12
"4346","3685","47.8833,11.0333","11.0333","47.8833","700","101","0","1952",131,103,-28
