specificEpithet,id,references,obs_number,,,,,,pental_lengh_mm,who_done_it,note
rivularis,13283343,https://midwestherbaria.org/portal/collections/individual/index.php?occid=13283352,10,1.19,166.544,133.333,180.354,-130.914,4.726,SC,
rivularis,16514062,https://midwestherbaria.org/portal/collections/individual/index.php?occid=16514062,1,1.352,180.319,104.958,206.796,160.821,5.663,SC,
rivularis,16514062,https://midwestherbaria.org/portal/collections/individual/index.php?occid=16514063,2,1.136,213.04,185.333,235.367,130.914,4.616,SC,
rivularis,16514062,https://midwestherbaria.org/portal/collections/individual/index.php?occid=16514064,3,0.973,183.368,158,196.686,13.241,4.061,SC,
rivularis,16514062,https://midwestherbaria.org/portal/collections/individual/index.php?occid=16514065,4,0.973,201.886,167,223.722,135,3.947,SC,
rivularis,16514062,https://midwestherbaria.org/portal/collections/individual/index.php?occid=16514066,5,1.19,199.839,131.082,218,135,4.933,SC,
rivularis,16514062,https://midwestherbaria.org/portal/collections/individual/index.php?occid=16514067,6,0.973,209.538,180,229.17,107.354,3.898,SC,
rivularis,16514062,https://midwestherbaria.org/portal/collections/individual/index.php?occid=16514068,7,1.298,204.3,156,222.214,113.199,5.313,SC,
rivularis,16514062,https://midwestherbaria.org/portal/collections/individual/index.php?occid=16514069,8,1.677,200.256,159.667,216.933,11.689,6.887,SC,
rivularis,16514062,https://midwestherbaria.org/portal/collections/individual/index.php?occid=16514070,9,1.028,199.869,151,219.537,128.157,4.141,SC,
rivularis,16514062,https://midwestherbaria.org/portal/collections/individual/index.php?occid=16514071,10,0.865,226.521,218.187,235.667,113.199,3.542,SC,
rivularis,25145280,https://midwestherbaria.org/portal/collections/individual/index.php?occid=25145280,1,2.998,216.381,201,231.833,69.146,5.616,SC,
rivularis,25145280,https://midwestherbaria.org/portal/collections/individual/index.php?occid=25145281,2,3.248,167.959,70.667,199.66,165.379,5.941,SC,
rivularis,25145280,https://midwestherbaria.org/portal/collections/individual/index.php?occid=25145282,3,2.998,192.129,156.583,202.75,153.435,5.588,SC,
rivularis,25145280,https://midwestherbaria.org/portal/collections/individual/index.php?occid=25145283,4,2.998,208.788,183.5,218.131,155.772,5.481,SC,
rivularis,25145280,https://midwestherbaria.org/portal/collections/individual/index.php?occid=25145284,5,2.748,175.743,137.833,188.117,54.782,5.201,SC,
rivularis,25145280,https://midwestherbaria.org/portal/collections/individual/index.php?occid=25145285,6,3.748,169.913,95.5,187.69,175.914,7.016,SC,
rivularis,25145280,https://midwestherbaria.org/portal/collections/individual/index.php?occid=25145286,7,3.248,178.367,146,189.125,50.194,5.856,SC,
rivularis,25145280,https://midwestherbaria.org/portal/collections/individual/index.php?occid=25145287,8,3.248,163.708,108.5,184.667,150.255,6.045,SC,
rivularis,25145280,https://midwestherbaria.org/portal/collections/individual/index.php?occid=25145288,9,1.999,196.195,186.333,204.333,131.987,3.362,SC,
rivularis,25145280,https://midwestherbaria.org/portal/collections/individual/index.php?occid=25145289,10,2.498,201.119,190.833,215.833,69.444,4.271,SC,
rivularis,25144730,https://midwestherbaria.org/portal/collections/individual/index.php?occid=25144730,1,2.268,189.576,143.667,223.25,106.39,4.219,SC,only 8
rivularis,25144730,https://midwestherbaria.org/portal/collections/individual/index.php?occid=25144731,2,2.494,191.779,150.833,213,110.225,4.821,SC,
rivularis,25144730,https://midwestherbaria.org/portal/collections/individual/index.php?occid=25144732,3,2.721,204.445,155.167,215.227,-172.235,5.287,SC,
rivularis,25144730,https://midwestherbaria.org/portal/collections/individual/index.php?occid=25144733,4,2.041,205.313,194.979,230.167,142.431,3.905,SC,
rivularis,25144730,https://midwestherbaria.org/portal/collections/individual/index.php?occid=25144734,5,2.494,209.612,202.567,222.667,-174.289,4.786,SC,
rivularis,25144730,https://midwestherbaria.org/portal/collections/individual/index.php?occid=25144735,6,2.268,185.649,87.333,211,146.31,4.292,SC,
rivularis,25144730,https://midwestherbaria.org/portal/collections/individual/index.php?occid=25144736,7,2.494,196.309,183.667,209.667,140.906,4.908,SC,
rivularis,25144730,https://midwestherbaria.org/portal/collections/individual/index.php?occid=25144737,8,2.948,185.462,134.417,213.167,150.255,5.759,SC,
rivularis,16514061,https://midwestherbaria.org/portal/collections/individual/index.php?occid=16514061,1,1.622,217.624,197.863,235,157.834,6.78,SC,
rivularis,16514061,https://midwestherbaria.org/portal/collections/individual/index.php?occid=16514062,2,1.622,226.548,199.333,238.475,149.036,6.78,SC,
rivularis,16514061,https://midwestherbaria.org/portal/collections/individual/index.php?occid=16514063,3,1.244,216.259,182.434,228.833,74.055,5.079,SC,
rivularis,16514061,https://midwestherbaria.org/portal/collections/individual/index.php?occid=16514064,4,1.46,208.262,155.15,223.972,49.635,6.104,SC,
rivularis,16514061,https://midwestherbaria.org/portal/collections/individual/index.php?occid=16514065,5,0.973,208.359,167.558,226.667,59.036,4.068,SC,
rivularis,16514061,https://midwestherbaria.org/portal/collections/individual/index.php?occid=16514066,6,1.082,224.57,218.861,232.283,145.491,4.515,SC,
rivularis,16514061,https://midwestherbaria.org/portal/collections/individual/index.php?occid=16514067,7,1.244,224.057,204.328,236.661,33.69,5.031,SC,
rivularis,16514061,https://midwestherbaria.org/portal/collections/individual/index.php?occid=16514068,8,1.244,221.669,192.667,243.667,-177.397,5.122,SC,
rivularis,16514061,https://midwestherbaria.org/portal/collections/individual/index.php?occid=16514069,9,1.352,209.01,160.792,234.333,172.875,5.625,SC,
rivularis,16514061,https://midwestherbaria.org/portal/collections/individual/index.php?occid=16514070,10,1.406,220.127,188.387,233.8,-83.157,5.856,SC,
rivularis,25114018,https://midwestherbaria.org/portal/collections/individual/index.php?occid=25114018,1,0.357,190.388,151.662,216,54.462,3.474,SC,
rivularis,25114018,https://midwestherbaria.org/portal/collections/individual/index.php?occid=25114019,2,0.336,168.811,112.333,214,150.255,3.256,SC,
rivularis,25114018,https://midwestherbaria.org/portal/collections/individual/index.php?occid=25114020,3,0.357,137.247,88.347,182.667,35.538,3.474,SC,
rivularis,25114018,https://midwestherbaria.org/portal/collections/individual/index.php?occid=25114021,4,0.387,133.097,50.503,171.079,126.254,3.756,SC,
rivularis,25114018,https://midwestherbaria.org/portal/collections/individual/index.php?occid=25114022,5,0.336,148.658,78.667,171.135,55.305,3.193,SC,
rivularis,25114018,https://midwestherbaria.org/portal/collections/individual/index.php?occid=25114023,6,0.326,117.6,24,168.193,14.931,3.135,SC,
rivularis,25114018,https://midwestherbaria.org/portal/collections/individual/index.php?occid=25114024,7,0.489,152.53,42.667,186.615,140.194,4.731,SC,
rivularis,25114018,https://midwestherbaria.org/portal/collections/individual/index.php?occid=25114025,8,0.377,202.842,183.593,223.167,-3.18,3.64,SC,
rivularis,25114018,https://midwestherbaria.org/portal/collections/individual/index.php?occid=25114026,9,0.449,188.42,119.667,219.021,37.405,4.321,SC,
rivularis,25114018,https://midwestherbaria.org/portal/collections/individual/index.php?occid=25114027,10,0.377,199.045,119.333,226.667,63.435,3.612,SC,
rivularis,15369824,https://midwestherbaria.org/portal/collections/individual/index.php?occid=15369824,1,0.383,211.561,202.943,220.564,71.565,4.628,SC,
rivularis,15369824,https://midwestherbaria.org/portal/collections/individual/index.php?occid=15369825,2,0.416,218.374,197.318,225.398,29.055,5.022,SC,
rivularis,15369824,https://midwestherbaria.org/portal/collections/individual/index.php?occid=15369826,3,0.449,200.098,162.65,218.578,-172.235,5.416,SC,
rivularis,15369824,https://midwestherbaria.org/portal/collections/individual/index.php?occid=15369827,4,0.344,201.816,189.319,207.942,135,4.139,SC,
rivularis,15369824,https://midwestherbaria.org/portal/collections/individual/index.php?occid=15369828,5,0.35,199.036,196.147,205.667,-169.992,4.21,SC,
rivularis,15369824,https://midwestherbaria.org/portal/collections/individual/index.php?occid=15369829,6,0.509,196.943,155,214.333,71.565,6.17,SC,
rivularis,15369824,https://midwestherbaria.org/portal/collections/individual/index.php?occid=15369830,7,0.41,201.037,151.667,218.333,-159.775,4.939,SC,
rivularis,15369824,https://midwestherbaria.org/portal/collections/individual/index.php?occid=15369831,8,0.529,206.786,178.904,213.667,72.255,6.402,SC,
rivularis,15369824,https://midwestherbaria.org/portal/collections/individual/index.php?occid=15369832,9,0.41,190.967,179.667,195.378,78.69,4.975,SC,
rivularis,15369824,https://midwestherbaria.org/portal/collections/individual/index.php?occid=15369833,10,0.443,197.672,179.333,206.558,129.472,5.371,SC,
rivularis,24656028,https://midwestherbaria.org/portal/collections/individual/index.php?occid=24656028,1,0.201,191.713,161,212.667,76.608,2.917,SC,
rivularis,24656028,https://midwestherbaria.org/portal/collections/individual/index.php?occid=24656029,2,0.215,137.868,76,163.855,2.49,3.111,SC,
rivularis,24656028,https://midwestherbaria.org/portal/collections/individual/index.php?occid=24656030,3,0.233,161.426,141.989,173.654,49.899,3.357,SC,
rivularis,24656028,https://midwestherbaria.org/portal/collections/individual/index.php?occid=24656031,4,0.187,177.88,154.233,195.2,45,2.676,SC,
rivularis,24656028,https://midwestherbaria.org/portal/collections/individual/index.php?occid=24656032,5,0.219,149.67,127.834,179.667,160.017,3.163,SC,
rivularis,24656028,https://midwestherbaria.org/portal/collections/individual/index.php?occid=24656033,6,0.247,172.946,127.595,195.642,-171.254,3.555,SC,
rivularis,24656028,https://midwestherbaria.org/portal/collections/individual/index.php?occid=24656034,7,0.265,141.007,80.667,186.34,60.751,3.872,SC,
rivularis,24656028,https://midwestherbaria.org/portal/collections/individual/index.php?occid=24656035,8,0.224,131.562,73.167,145.75,87.614,3.246,SC,
rivularis,24656028,https://midwestherbaria.org/portal/collections/individual/index.php?occid=24656036,9,0.196,127.452,91.603,164.095,-5.44,2.851,SC,
rivularis,24656028,https://midwestherbaria.org/portal/collections/individual/index.php?occid=24656037,10,0.237,138.413,108.306,173.647,110.556,3.464,SC,
rivularis,25160664,https://midwestherbaria.org/portal/collections/individual/index.php?occid=25160664,1,1.586,139.135,110.167,152.556,51.34,3.048,SC,only 5
rivularis,25160664,https://midwestherbaria.org/portal/collections/individual/index.php?occid=25160665,2,1.586,188.372,180.333,199.583,135,2.693,SC,
rivularis,25160664,https://midwestherbaria.org/portal/collections/individual/index.php?occid=25160666,3,2.04,108.723,37.833,133.667,129.806,3.718,SC,
rivularis,25160664,https://midwestherbaria.org/portal/collections/individual/index.php?occid=25160667,4,2.493,116.262,69.667,150.829,-130.914,4.725,SC,
rivularis,25160664,https://midwestherbaria.org/portal/collections/individual/index.php?occid=25160668,5,2.04,108.864,17,158.464,53.13,3.57,SC,
rivularis,14237381,https://midwestherbaria.org/portal/collections/individual/index.php?occid=14237381,1,2.104,201.676,173.167,218.857,74.055,3.733,SC,only 8
rivularis,14237381,https://midwestherbaria.org/portal/collections/individual/index.php?occid=14237382,2,2.63,191.572,162.5,205.786,76.759,4.478,SC,
rivularis,14237381,https://midwestherbaria.org/portal/collections/individual/index.php?occid=14237383,3,2.104,184.76,163.667,211.083,180,3.59,SC,
rivularis,14237381,https://midwestherbaria.org/portal/collections/individual/index.php?occid=14237384,4,2.104,195.211,171.667,204.272,138.013,3.45,SC,
rivularis,14237381,https://midwestherbaria.org/portal/collections/individual/index.php?occid=14237385,5,1.578,187.07,142,229.333,33.69,2.774,SC,
rivularis,14237381,https://midwestherbaria.org/portal/collections/individual/index.php?occid=14237386,6,3.156,185.291,149.833,203.583,138.814,5.451,SC,
rivularis,14237381,https://midwestherbaria.org/portal/collections/individual/index.php?occid=14237387,7,1.841,203.282,199.296,210.778,84.806,2.832,SC,
rivularis,14237381,https://midwestherbaria.org/portal/collections/individual/index.php?occid=14237388,8,2.63,181.978,145.167,203,49.764,4.367,SC,
rivularis,25160668,https://midwestherbaria.org/portal/collections/individual/index.php?occid=25160668,1,3,175.667,128.5,200.175,125.838,5.551,SC,
rivularis,25160668,https://midwestherbaria.org/portal/collections/individual/index.php?occid=25160669,2,2.75,203.499,157,221.833,-136.975,5.13,SC,
rivularis,25160668,https://midwestherbaria.org/portal/collections/individual/index.php?occid=25160670,3,2.5,187.786,167.917,199.148,45,4.596,SC,
rivularis,25160668,https://midwestherbaria.org/portal/collections/individual/index.php?occid=25160671,4,3,190.676,166.5,200.985,90,5.25,SC,
rivularis,25160668,https://midwestherbaria.org/portal/collections/individual/index.php?occid=25160672,5,3.5,190.121,141.5,201.051,-8.746,6.576,SC,
rivularis,25160668,https://midwestherbaria.org/portal/collections/individual/index.php?occid=25160673,6,2.25,199.736,186.667,208.667,52.431,4.1,SC,
rivularis,25160668,https://midwestherbaria.org/portal/collections/individual/index.php?occid=25160674,7,3,138.185,67,174.193,24.228,5.483,SC,
rivularis,25160668,https://midwestherbaria.org/portal/collections/individual/index.php?occid=25160675,8,2.75,158.11,67.583,189.55,98.973,4.809,SC,
rivularis,25160668,https://midwestherbaria.org/portal/collections/individual/index.php?occid=25160676,9,3,173.307,138,189.174,127.405,5.35,SC,
rivularis,25160668,https://midwestherbaria.org/portal/collections/individual/index.php?occid=25160677,10,3.25,174.092,118,197.083,157.751,5.942,SC,
rivularis,25120748,https://midwestherbaria.org/portal/collections/individual/index.php?occid=25120748,1,1.904,187.629,178.742,208.667,45,3.449,SC,only 3
rivularis,25120748,https://midwestherbaria.org/portal/collections/individual/index.php?occid=25120749,2,1.666,144.646,119.833,155.352,-26.565,2.727,SC,
rivularis,25120748,https://midwestherbaria.org/portal/collections/individual/index.php?occid=25120750,3,1.666,193.208,132.333,222.75,180,2.683,SC,
rivularis,11588976,https://midwestherbaria.org/portal/collections/individual/index.php?occid=11588976,1,0.955,109.968,84.667,132.81,81.87,4.419,SC,
rivularis,11588976,https://midwestherbaria.org/portal/collections/individual/index.php?occid=11588977,2,0.955,123.944,59.667,153.576,73.301,4.35,SC,
rivularis,11588976,https://midwestherbaria.org/portal/collections/individual/index.php?occid=11588978,3,0.868,140.016,89,166,47.121,3.98,SC,
rivularis,11588976,https://midwestherbaria.org/portal/collections/individual/index.php?occid=11588979,4,0.911,146.111,129.733,155.983,122.905,4.218,SC,
rivularis,11588976,https://midwestherbaria.org/portal/collections/individual/index.php?occid=11588980,5,1.042,142.112,97.333,166.899,-66.801,4.76,SC,
rivularis,11588976,https://midwestherbaria.org/portal/collections/individual/index.php?occid=11588981,6,0.738,127.282,83.75,141.875,172.875,3.359,SC,
rivularis,11588976,https://midwestherbaria.org/portal/collections/individual/index.php?occid=11588982,7,0.651,134.767,116.667,144.952,-59.744,2.894,SC,
rivularis,11588976,https://midwestherbaria.org/portal/collections/individual/index.php?occid=11588983,8,0.694,154.347,119.6,164.533,137.726,3.097,SC,
rivularis,11588976,https://midwestherbaria.org/portal/collections/individual/index.php?occid=11588984,9,0.781,126.074,67.333,151.216,176.634,3.548,SC,
rivularis,11588976,https://midwestherbaria.org/portal/collections/individual/index.php?occid=11588985,10,0.955,105.403,70.254,127.058,19.29,4.415,SC,
rivularis,25889308,https://midwestherbaria.org/portal/collections/individual/index.php?occid=25889308,1,2.922,143.965,103.167,171.609,139.764,4.603,SC,only 5
rivularis,25889308,https://midwestherbaria.org/portal/collections/individual/index.php?occid=25889309,2,2.63,186.263,172.625,201.948,140.194,4.222,SC,
rivularis,25889308,https://midwestherbaria.org/portal/collections/individual/index.php?occid=25889310,3,2.63,171.245,146.5,202.333,142.431,4.433,SC,
rivularis,25889308,https://midwestherbaria.org/portal/collections/individual/index.php?occid=25889311,4,1.753,190.383,182.6,195.333,111.801,2.911,SC,
rivularis,25889308,https://midwestherbaria.org/portal/collections/individual/index.php?occid=25889312,5,1.753,186.601,139.5,208.333,146.31,2.923,SC,
rivularis,25120894,https://midwestherbaria.org/portal/collections/individual/index.php?occid=25120894,1,2.268,160.002,126.667,192.519,164.476,4.448,SC,only 4
rivularis,25120894,https://midwestherbaria.org/portal/collections/individual/index.php?occid=25120895,2,1.814,176.529,142.396,209.583,-167.005,3.177,SC,
rivularis,25120894,https://midwestherbaria.org/portal/collections/individual/index.php?occid=25120896,3,1.814,167.167,105.917,195,0,3.095,SC,
rivularis,25120894,https://midwestherbaria.org/portal/collections/individual/index.php?occid=25120897,4,2.041,144.53,13,186.229,150.255,3.839,SC,
rivularis,13449664,https://midwestherbaria.org/portal/collections/individual/index.php?occid=13449664,1,0.938,133.874,108.778,153.426,-3.18,4.006,SC,
rivularis,13449664,https://midwestherbaria.org/portal/collections/individual/index.php?occid=13449665,2,1.136,140.928,99.333,183.223,18.435,4.919,SC,
rivularis,13449664,https://midwestherbaria.org/portal/collections/individual/index.php?occid=13449666,3,1.333,129.921,90.897,185.333,2.203,5.782,SC,
rivularis,13449664,https://midwestherbaria.org/portal/collections/individual/index.php?occid=13449667,4,0.889,136.915,79,156.078,-79.992,3.836,SC,
rivularis,13449664,https://midwestherbaria.org/portal/collections/individual/index.php?occid=13449668,5,1.185,151.139,59.667,164.44,136.736,5.188,SC,
rivularis,13449664,https://midwestherbaria.org/portal/collections/individual/index.php?occid=13449669,6,1.086,132.658,68,153.164,-160.71,4.709,SC,
rivularis,13449664,https://midwestherbaria.org/portal/collections/individual/index.php?occid=13449670,7,0.84,116.324,94.396,160.333,124.695,3.514,SC,
rivularis,13449664,https://midwestherbaria.org/portal/collections/individual/index.php?occid=13449671,8,1.284,150.585,138.381,178.69,16.26,5.556,SC,
rivularis,13449664,https://midwestherbaria.org/portal/collections/individual/index.php?occid=13449672,9,0.84,144.826,120,176,47.49,3.618,SC,
rivularis,13449664,https://midwestherbaria.org/portal/collections/individual/index.php?occid=13449673,10,0.988,98.685,62.912,146,-176.987,4.228,SC,
rivularis,25876718,https://midwestherbaria.org/portal/collections/individual/index.php?occid=25876718,1,1.753,153.742,132.207,201.5,23.962,2.662,SC,only 4
rivularis,25876718,https://midwestherbaria.org/portal/collections/individual/index.php?occid=25876719,2,2.045,133.813,122.5,149.667,34.992,3.299,SC,
rivularis,25876718,https://midwestherbaria.org/portal/collections/individual/index.php?occid=25876720,3,2.045,187.926,166,212.833,127.875,3.082,SC,
rivularis,25876718,https://midwestherbaria.org/portal/collections/individual/index.php?occid=25876721,4,1.461,162.492,138.25,192.167,75.964,2.229,SC,
rivularis,16514068,https://midwestherbaria.org/portal/collections/individual/index.php?occid=16514068,1,0.919,213.35,203.458,233.667,-165.069,3.61,SC,
rivularis,16514068,https://midwestherbaria.org/portal/collections/individual/index.php?occid=16514069,2,1.082,216.091,163.616,240.333,42.879,4.443,SC,
rivularis,16514068,https://midwestherbaria.org/portal/collections/individual/index.php?occid=16514070,3,0.919,211.608,107.667,230.667,165.964,3.835,SC,
rivularis,16514068,https://midwestherbaria.org/portal/collections/individual/index.php?occid=16514071,4,0.973,225.128,210.333,233.803,40.236,3.96,SC,
rivularis,16514068,https://midwestherbaria.org/portal/collections/individual/index.php?occid=16514072,5,0.919,218.956,206,230.667,165.964,3.835,SC,
rivularis,16514068,https://midwestherbaria.org/portal/collections/individual/index.php?occid=16514073,6,0.973,220.335,209.503,227.478,139.764,3.96,SC,
rivularis,16514068,https://midwestherbaria.org/portal/collections/individual/index.php?occid=16514074,7,0.973,221.761,197,227.21,125.538,4.001,SC,
rivularis,16514068,https://midwestherbaria.org/portal/collections/individual/index.php?occid=16514075,8,0.811,200.689,153.381,227.381,98.13,3.289,SC,
rivularis,16514068,https://midwestherbaria.org/portal/collections/individual/index.php?occid=16514076,9,1.406,217.373,182.333,227.653,158.629,5.744,SC,
rivularis,16514068,https://midwestherbaria.org/portal/collections/individual/index.php?occid=16514077,10,0.919,218.569,211.833,227.419,135,3.618,SC,
rivularis,16514059,https://midwestherbaria.org/portal/collections/individual/index.php?occid=16514059,1,1.446,214.014,172.667,230.778,33.111,6.241,SC,
rivularis,16514059,https://midwestherbaria.org/portal/collections/individual/index.php?occid=16514060,2,0.93,223.385,196,230.412,93.366,3.87,SC,
rivularis,16514059,https://midwestherbaria.org/portal/collections/individual/index.php?occid=16514061,3,1.24,230.805,204.564,239.527,151.189,5.188,SC,
rivularis,16514059,https://midwestherbaria.org/portal/collections/individual/index.php?occid=16514062,4,1.291,213.308,188.481,225.333,145.008,5.548,SC,
rivularis,16514059,https://midwestherbaria.org/portal/collections/individual/index.php?occid=16514063,5,1.446,205.169,175.667,226.198,41.987,6.115,SC,
rivularis,16514059,https://midwestherbaria.org/portal/collections/individual/index.php?occid=16514064,6,1.343,219.119,207.667,224.667,-177.709,5.686,SC,
rivularis,16514059,https://midwestherbaria.org/portal/collections/individual/index.php?occid=16514065,7,1.085,203.86,191,222.823,135,4.5,SC,
rivularis,16514059,https://midwestherbaria.org/portal/collections/individual/index.php?occid=16514066,8,1.291,225.387,205,232.75,119.745,5.497,SC,
rivularis,16514059,https://midwestherbaria.org/portal/collections/individual/index.php?occid=16514067,9,1.188,209.213,180,220.97,-174.806,5.021,SC,
rivularis,16514059,https://midwestherbaria.org/portal/collections/individual/index.php?occid=16514068,10,0.775,217.825,176,230.667,-146.31,3.278,SC,
rivularis,13507693,https://midwestherbaria.org/portal/collections/individual/index.php?occid=13507693,1,0.987,212.474,201,221,145.491,4.314,SC,
rivularis,13507693,https://midwestherbaria.org/portal/collections/individual/index.php?occid=13507694,2,0.839,204.799,169.333,228.333,104.036,3.664,SC,
rivularis,13507693,https://midwestherbaria.org/portal/collections/individual/index.php?occid=13507695,3,0.839,205.409,123,216.641,142.431,3.644,SC,
rivularis,13507693,https://midwestherbaria.org/portal/collections/individual/index.php?occid=13507696,4,0.79,186.45,146.667,201.4,42.274,3.303,SC,
rivularis,13507693,https://midwestherbaria.org/portal/collections/individual/index.php?occid=13507697,5,1.185,195.214,127,212.333,142.125,5.066,SC,
rivularis,13507693,https://midwestherbaria.org/portal/collections/individual/index.php?occid=13507698,6,1.135,193.053,153.894,211.212,92.603,4.893,SC,
rivularis,13507693,https://midwestherbaria.org/portal/collections/individual/index.php?occid=13507699,7,0.839,195.942,158.667,217.625,169.38,3.617,SC,
rivularis,13507693,https://midwestherbaria.org/portal/collections/individual/index.php?occid=13507700,8,1.086,194.66,174.101,207.519,48.814,4.723,SC,
rivularis,13507693,https://midwestherbaria.org/portal/collections/individual/index.php?occid=13507701,9,0.888,177.357,150.333,189.186,17.354,3.724,SC,
rivularis,13507693,https://midwestherbaria.org/portal/collections/individual/index.php?occid=13507702,10,1.185,188.163,93.667,201.609,41.424,5.037,SC,
rivularis,25160669,https://midwestherbaria.org/portal/collections/individual/index.php?occid=25160669,1,2.38,179.201,123.167,219.333,51.843,4.343,SC,
rivularis,25160669,https://midwestherbaria.org/portal/collections/individual/index.php?occid=25160670,2,2.38,176.496,82.75,204,106.39,4.322,SC,
rivularis,25160669,https://midwestherbaria.org/portal/collections/individual/index.php?occid=25160671,3,2.142,206.775,167.75,216.953,126.87,3.659,SC,
rivularis,25160669,https://midwestherbaria.org/portal/collections/individual/index.php?occid=25160672,4,2.142,163.741,45.333,195.333,29.745,3.933,SC,
rivularis,25160669,https://midwestherbaria.org/portal/collections/individual/index.php?occid=25160673,5,2.855,170.757,104.75,191.667,148.57,5.145,SC,
rivularis,25160669,https://midwestherbaria.org/portal/collections/individual/index.php?occid=25160674,6,2.142,172.683,150.667,228.5,47.49,3.97,SC,
rivularis,25160669,https://midwestherbaria.org/portal/collections/individual/index.php?occid=25160675,7,2.617,153.689,110.583,185.183,49.086,4.841,SC,
rivularis,25160669,https://midwestherbaria.org/portal/collections/individual/index.php?occid=25160676,8,2.617,139.548,75.083,183.667,40.914,4.841,SC,
rivularis,25160669,https://midwestherbaria.org/portal/collections/individual/index.php?occid=25160677,9,1.666,146.745,109.333,191.167,-100.305,2.727,SC,
rivularis,25160669,https://midwestherbaria.org/portal/collections/individual/index.php?occid=25160678,10,2.38,162.514,76.667,188.843,139.764,4.154,SC,
rivularis,5734230,https://midwestherbaria.org/portal/collections/individual/index.php?occid=5734230,1,1.533,135.275,121.32,176.667,32.905,5.471,SC,only 4
rivularis,5734230,https://midwestherbaria.org/portal/collections/individual/index.php?occid=5734231,2,1.314,100.19,70.64,113.202,59.036,4.726,SC,
rivularis,5734230,https://midwestherbaria.org/portal/collections/individual/index.php?occid=5734232,3,1.241,110.27,90.628,126.667,71.565,4.272,SC,
rivularis,5734230,https://midwestherbaria.org/portal/collections/individual/index.php?occid=5734233,4,1.241,122.23,51.333,139.807,124.695,4.272,SC,
rivularis,25126858,https://midwestherbaria.org/portal/collections/individual/index.php?occid=25126858,1,2.041,164.167,73,195.208,7.125,3.839,SC,only 5
rivularis,25126858,https://midwestherbaria.org/portal/collections/individual/index.php?occid=25126859,2,1.587,166.461,144.167,184,-135,3.03,SC,
rivularis,25126858,https://midwestherbaria.org/portal/collections/individual/index.php?occid=25126860,3,2.268,162.251,78.167,223.333,83.29,4.076,SC,
rivularis,25126858,https://midwestherbaria.org/portal/collections/individual/index.php?occid=25126861,4,1.587,125.151,96.542,165.667,28.61,2.983,SC,
rivularis,25126858,https://midwestherbaria.org/portal/collections/individual/index.php?occid=25126862,5,1.587,165.988,120.5,209.667,48.366,2.867,SC,
rivularis,22620300,https://midwestherbaria.org/portal/collections/individual/index.php?occid=22620300,,,,,,,,SC,no full petals
nigra,4970712,https://midwestherbaria.org/portal/collections/individual/index.php?occid=4970712,1,1.24,185.928,141,208,164.745,5.183,SC,
nigra,4970712,https://midwestherbaria.org/portal/collections/individual/index.php?occid=4970713,2,1.24,190.827,163.333,208.466,120.964,5.301,SC,
nigra,4970712,https://midwestherbaria.org/portal/collections/individual/index.php?occid=4970714,3,1.55,202.769,137.333,219.885,74.055,6.618,SC,
nigra,4970712,https://midwestherbaria.org/portal/collections/individual/index.php?occid=4970715,4,1.498,198.511,165.667,210.381,157.068,6.416,SC,
nigra,4970712,https://midwestherbaria.org/portal/collections/individual/index.php?occid=4970716,5,1.395,171.45,112.872,196.333,171.254,5.979,SC,
nigra,4970712,https://midwestherbaria.org/portal/collections/individual/index.php?occid=4970717,6,1.188,192.829,173.424,217.667,59.931,4.99,SC,
nigra,4970712,https://midwestherbaria.org/portal/collections/individual/index.php?occid=4970718,7,1.498,193.142,151.667,202.667,160.907,6.253,SC,
nigra,4970712,https://midwestherbaria.org/portal/collections/individual/index.php?occid=4970719,8,1.136,200.339,128,220,62.241,4.88,SC,
nigra,4970712,https://midwestherbaria.org/portal/collections/individual/index.php?occid=4970720,9,1.291,206.946,187,216,114.444,5.492,SC,
nigra,4970712,https://midwestherbaria.org/portal/collections/individual/index.php?occid=4970721,10,1.395,185.177,168.27,208.333,114.624,6,SC,
nigra,24114932,https://midwestherbaria.org/portal/collections/individual/index.php?occid=24114932,1,1.843,139.911,120.667,174,152.592,7.416,SC,
nigra,24114932,https://midwestherbaria.org/portal/collections/individual/index.php?occid=24114933,2,2.438,154.179,98.25,192,119.745,9.829,SC,
nigra,24114932,https://midwestherbaria.org/portal/collections/individual/index.php?occid=24114934,3,2.616,177.548,158.619,218.667,120.735,10.496,SC,
nigra,24114932,https://midwestherbaria.org/portal/collections/individual/index.php?occid=24114935,4,2.378,167.75,144.204,189.417,127.747,9.559,SC,
nigra,24114932,https://midwestherbaria.org/portal/collections/individual/index.php?occid=24114936,5,2.259,170.957,140.387,207.667,80.789,9.14,SC,
nigra,24114932,https://midwestherbaria.org/portal/collections/individual/index.php?occid=24114937,6,2.616,159.099,129.628,190.667,-173.367,10.555,SC,
nigra,24114932,https://midwestherbaria.org/portal/collections/individual/index.php?occid=24114938,7,2.616,147.742,107,175,90,10.485,SC,
nigra,24114932,https://midwestherbaria.org/portal/collections/individual/index.php?occid=24114939,8,2.794,186.305,140,203.767,19.231,11.104,SC,
nigra,24114932,https://midwestherbaria.org/portal/collections/individual/index.php?occid=24114940,9,2.735,194.721,153.667,210.666,139.538,10.896,SC,
nigra,24114932,https://midwestherbaria.org/portal/collections/individual/index.php?occid=24114941,10,3.092,166.345,115,178.633,149.421,12.462,SC,
