specificEpithet,id,references,fruit_type,obs_number,,,,,,fruit_diam_mm,who_done_it,note,certain
maritima,20412780,https://midwestherbaria.org/portal/collections/individual/index.php?occid=20412781,dried,2,1.607,50.297,24.296,110.167,14.25,7.065,SC,,
maritima,20412780,https://midwestherbaria.org/portal/collections/individual/index.php?occid=20412782,dried,3,1.371,40.835,10.707,134.5,55.751,6.18,SC,,
maritima,20412780,https://midwestherbaria.org/portal/collections/individual/index.php?occid=20412783,dried,4,1.701,49.535,32.799,82.083,79.33,7.632,SC,,
maritima,20412780,https://midwestherbaria.org/portal/collections/individual/index.php?occid=20412784,dried,5,1.749,45.372,22.831,87.75,-72.838,7.736,SC,,
maritima,20412833,https://midwestherbaria.org/portal/collections/individual/index.php?occid=20412833,fleshy,1,2.815,147.725,23.922,241.097,-26.565,12.423,SC,,U
maritima,20412833,https://midwestherbaria.org/portal/collections/individual/index.php?occid=20412834,fleshy,2,2.963,144.863,31.83,239.724,139.821,13.088,SC,,U
maritima,20412833,https://midwestherbaria.org/portal/collections/individual/index.php?occid=20412835,fleshy,3,3.111,151.592,46.963,246.584,130.4,13.715,SC,,U
maritima,20412430,https://midwestherbaria.org/portal/collections/individual/index.php?occid=20412430,pit,1,1.827,113.044,45,139.893,-77.125,7.978,SC,,U
maritima,20412430,https://midwestherbaria.org/portal/collections/individual/index.php?occid=20412431,pit,2,2.025,130.231,50,177.58,162.474,8.855,SC,,U
maritima,20412430,https://midwestherbaria.org/portal/collections/individual/index.php?occid=20412432,pit,3,2.025,124.043,64.667,155.84,-72.474,8.855,SC,,U
maritima,20412430,https://midwestherbaria.org/portal/collections/individual/index.php?occid=20412433,pit,4,1.877,128.901,89,171.338,-42.797,8.177,SC,,U
maritima,20412423,https://midwestherbaria.org/portal/collections/individual/index.php?occid=20412423,,,,,,,,,SC,fruit is very crushed!,
maritima,20412829,https://midwestherbaria.org/portal/collections/individual/index.php?occid=20412829,fleshy,1,2.996,52.493,28.352,85.759,47.862,12.873,SC,,
maritima,24057792,https://midwestherbaria.org/portal/collections/individual/index.php?occid=24057792,fleshy,1,2.437,100.479,68.836,139.708,156.801,9.52,SC,,
maritima,24057792,https://midwestherbaria.org/portal/collections/individual/index.php?occid=24057793,fleshy,2,2.187,106.423,66,135.918,-139.764,8.515,SC,,
maritima,24057792,https://midwestherbaria.org/portal/collections/individual/index.php?occid=24057794,fleshy,3,2.437,87.304,64.228,168,150.068,9.52,SC,,
maritima,24057792,https://midwestherbaria.org/portal/collections/individual/index.php?occid=24057795,fleshy,4,2.312,94.32,75.111,130.333,131.634,9.031,SC,,
maritima,20412786,https://midwestherbaria.org/portal/collections/individual/index.php?occid=20412786,dried,1,2.634,90.501,59.183,122.663,145.67,11.284,SC,,
maritima,20412786,https://midwestherbaria.org/portal/collections/individual/index.php?occid=20412787,dried,2,2.479,105.774,65.333,153.002,145.305,10.78,SC,,
maritima,20412786,https://midwestherbaria.org/portal/collections/individual/index.php?occid=20412788,dried,3,2.324,71.072,45,97.457,13.092,10.034,SC,,
maritima,20412786,https://midwestherbaria.org/portal/collections/individual/index.php?occid=20412789,dried,4,2.273,74.76,33,211.333,-154.026,9.86,SC,,
maritima,20412786,https://midwestherbaria.org/portal/collections/individual/index.php?occid=20412790,dried,5,2.634,86.981,58.867,121.942,50.631,11.465,SC,,
maritima,20412415,https://midwestherbaria.org/portal/collections/individual/index.php?occid=20412415,dried,1,2.222,102.703,54.561,137.033,174.806,9.818,SC,,
maritima,20412415,https://midwestherbaria.org/portal/collections/individual/index.php?occid=20412416,dried,2,2.42,101.676,43.179,211.343,13.173,10.727,SC,,
maritima,20412415,https://midwestherbaria.org/portal/collections/individual/index.php?occid=20412417,dried,3,2.568,94.14,57.392,222.333,-91.123,11.336,SC,,
maritima,20412836,https://midwestherbaria.org/portal/collections/individual/index.php?occid=20412836,fleshy,1,3.202,77.723,15.131,204,91.878,13.871,SC,,
maritima,20412836,https://midwestherbaria.org/portal/collections/individual/index.php?occid=20412837,fleshy,2,2.893,87.227,16.961,183.333,131.285,12.4,SC,,
maritima,20412836,https://midwestherbaria.org/portal/collections/individual/index.php?occid=20412838,fleshy,3,3.357,69.336,25.137,207.257,170.981,14.497,SC,,
maritima,20412836,https://midwestherbaria.org/portal/collections/individual/index.php?occid=20412839,fleshy,4,2.841,56.277,24.115,99.792,-104.036,12.182,SC,,
maritima,20412836,https://midwestherbaria.org/portal/collections/individual/index.php?occid=20412840,fleshy,5,2.531,48.74,33.373,63.245,12.011,10.921,SC,,
maritima,16080424,https://midwestherbaria.org/portal/collections/individual/index.php?occid=16080424,dried,1,2.319,62.242,11.333,89.386,-83.991,9.317,SC,,
maritima,16080424,https://midwestherbaria.org/portal/collections/individual/index.php?occid=16080425,dried,2,2.913,48.923,13.167,86.833,-149.657,11.584,SC,,
maritima,15020806,https://midwestherbaria.org/portal/collections/individual/index.php?occid=15020806,fleshy,1,1.125,63.525,25.574,244.587,36.444,16.49,SC,,
maritima,15020806,https://midwestherbaria.org/portal/collections/individual/index.php?occid=15020807,fleshy,2,1.199,124.469,32.88,245.707,167.905,17.532,SC,,
maritima,15020806,https://midwestherbaria.org/portal/collections/individual/index.php?occid=15020808,fleshy,3,1.143,91.245,22.626,245.314,147.475,16.701,SC,,
maritima,15020806,https://midwestherbaria.org/portal/collections/individual/index.php?occid=15020809,fleshy,4,1.027,124.018,36.701,243.019,31.097,15.015,SC,,
maritima,15020806,https://midwestherbaria.org/portal/collections/individual/index.php?occid=15020810,fleshy,5,1.032,57.556,20,95.577,16.477,15.11,SC,,
maritima,17187377,https://midwestherbaria.org/portal/collections/individual/index.php?occid=17187377,dried,1,0.5,56.07,39.992,81.167,-88.568,7.719,SC,,
maritima,17187377,https://midwestherbaria.org/portal/collections/individual/index.php?occid=17187378,dried,2,0.393,69.86,34.221,118.29,-50.194,6.027,SC,,
maritima,17187377,https://midwestherbaria.org/portal/collections/individual/index.php?occid=17187379,dried,3,0.401,64.272,29.604,161.667,-176.424,6.186,SC,,
maritima,16080189,https://midwestherbaria.org/portal/collections/individual/index.php?occid=16080189,dried,1,2.27,47.79,31.083,64.883,152.176,9.464,SC,,
maritima,16080189,https://midwestherbaria.org/portal/collections/individual/index.php?occid=16080190,dried,2,2.649,55.093,35.243,138.111,128.29,11.256,SC,,
maritima,16080189,https://midwestherbaria.org/portal/collections/individual/index.php?occid=16080191,dried,3,2.541,51.474,35.356,74.241,51.147,10.748,SC,,
maritima,21382333,https://midwestherbaria.org/portal/collections/individual/index.php?occid=21382333,fleshy,1,2.315,64.913,26.556,168.333,-138.366,10.468,SC,,
maritima,20412440,https://midwestherbaria.org/portal/collections/individual/index.php?occid=20412440,fleshy,1,2.716,110.87,59.736,178.984,-95.29,12.051,SC,,
maritima,20412440,https://midwestherbaria.org/portal/collections/individual/index.php?occid=20412441,fleshy,2,2.716,102.757,59.13,174.616,-126.027,12.09,SC,,
maritima,16080432,https://midwestherbaria.org/portal/collections/individual/index.php?occid=16080432,,,,,,,,,SC,no fruit,
maritima,15369784,https://midwestherbaria.org/portal/collections/individual/index.php?occid=15369784,fleshy,1,3.871,54.839,31.444,88.333,-73.301,14.109,SC,,
maritima,15369784,https://midwestherbaria.org/portal/collections/individual/index.php?occid=15369785,fleshy,2,4.456,59.782,32.434,176.944,152.152,16.2,SC,,
maritima,15369784,https://midwestherbaria.org/portal/collections/individual/index.php?occid=15369786,fleshy,3,3.652,46.285,26.453,65.88,-140.793,13.254,SC,,
rivularis,11588902,https://midwestherbaria.org/portal/collections/individual/index.php?occid=11588902,pit,1,0.86,44.49,32.543,79,26.565,3.806,SC,,U
rivularis,11588902,https://midwestherbaria.org/portal/collections/individual/index.php?occid=11588903,pit,2,0.634,47.905,35.538,81,94.399,2.774,SC,,U
rivularis,11588902,https://midwestherbaria.org/portal/collections/individual/index.php?occid=11588904,pit,3,0.724,34.704,23,43.612,-61.699,3.141,SC,,U
rivularis,11588902,https://midwestherbaria.org/portal/collections/individual/index.php?occid=11588905,pit,4,1.041,40.614,32.788,64.667,-68.199,4.583,SC,,U
rivularis,11588902,https://midwestherbaria.org/portal/collections/individual/index.php?occid=11588906,pit,5,0.996,38.331,29.269,66.667,-67.166,4.386,SC,,U
rivularis,24926623,https://midwestherbaria.org/portal/collections/individual/index.php?occid=24926623,dried,1,7.202,90.435,70.722,109.688,-62.063,13.106,SC,,U
rivularis,16514069,https://midwestherbaria.org/portal/collections/individual/index.php?occid=16514069,dried,1,3.048,62.159,35.918,114.167,-80.049,13.152,SC,,U
rivularis,24938452,https://midwestherbaria.org/portal/collections/individual/index.php?occid=24938452,fleshy,1,7.999,120.67,27.808,236.334,-179.377,15.334,SC,,
rivularis,25286620,https://midwestherbaria.org/portal/collections/individual/index.php?occid=25286620,dried,1,0.957,60.436,15.775,162.083,-169.786,14.648,SC,,
rivularis,25286620,https://midwestherbaria.org/portal/collections/individual/index.php?occid=25286621,dried,2,1.033,73.031,23.92,212.333,-160.378,15.856,SC,,
rivularis,13573921,https://midwestherbaria.org/portal/collections/individual/index.php?occid=13573921,dried,1,3.062,67.642,53.495,83.602,122.905,13.499,SC,,
rivularis,13573921,https://midwestherbaria.org/portal/collections/individual/index.php?occid=13573922,dried,2,3.21,65.852,40.333,83.901,162.699,14.198,SC,,
rivularis,13573919,https://midwestherbaria.org/portal/collections/individual/index.php?occid=13573919,fleshy,1,3.506,57.136,45.498,88.5,139.044,15.595,SC,,
rivularis,13573919,https://midwestherbaria.org/portal/collections/individual/index.php?occid=13573920,fleshy,2,3.457,62.642,47.944,95.5,0,15.333,SC,,
rivularis,24660407,https://midwestherbaria.org/portal/collections/individual/index.php?occid=24660407,pit,1,0.957,110.558,47.007,213.167,-123.476,14.575,SC,,
rivularis,24660407,https://midwestherbaria.org/portal/collections/individual/index.php?occid=24660408,pit,2,1.115,141.83,106.022,166.812,71.147,16.99,SC,,
rivularis,24660407,https://midwestherbaria.org/portal/collections/individual/index.php?occid=24660409,pit,3,1.051,107.199,52.06,156.947,-56.505,15.989,SC,,
rivularis,24660407,https://midwestherbaria.org/portal/collections/individual/index.php?occid=24660410,pit,4,1.059,126.511,89.941,150.394,-143.409,16.118,SC,,
rivularis,24660407,https://midwestherbaria.org/portal/collections/individual/index.php?occid=24660411,pit,5,1.004,133.857,69.75,163.513,8.858,15.28,SC,,
rivularis,13573917,https://midwestherbaria.org/portal/collections/individual/index.php?occid=13573917,dried,1,3.852,72.293,55.722,135.639,70.145,17.011,SC,,
rivularis,25286683,https://midwestherbaria.org/portal/collections/individual/index.php?occid=25286683,dried,1,0.502,112.554,36.059,236,40.061,7.564,SC,,
rivularis,25286683,https://midwestherbaria.org/portal/collections/individual/index.php?occid=25286684,dried,2,0.55,88.446,34.206,231.683,3.633,8.306,SC,,
rivularis,25286683,https://midwestherbaria.org/portal/collections/individual/index.php?occid=25286685,dried,3,0.571,43.679,29.789,81.333,166.809,8.649,SC,,
rivularis,25286683,https://midwestherbaria.org/portal/collections/individual/index.php?occid=25286686,dried,4,0.593,74.289,30.833,179.859,155.695,8.951,SC,,
rivularis,25286683,https://midwestherbaria.org/portal/collections/individual/index.php?occid=25286687,dried,5,0.589,42.307,23.886,85,23.532,8.898,SC,,
rivularis,25160667,https://midwestherbaria.org/portal/collections/individual/index.php?occid=25160667,dried,1,4.413,24.212,18.5,72.667,-102.265,8.507,SC,,
rivularis,25160667,https://midwestherbaria.org/portal/collections/individual/index.php?occid=25160668,dried,2,3.948,24.615,19.323,57.297,0.881,7.832,SC,,
rivularis,25160667,https://midwestherbaria.org/portal/collections/individual/index.php?occid=25160669,dried,3,4.181,27.842,17.264,86.667,33.917,8.421,SC,,
rivularis,25160667,https://midwestherbaria.org/portal/collections/individual/index.php?occid=25160670,dried,4,3.948,29.695,16.76,117.417,145.305,7.62,SC,,
rivularis,25160667,https://midwestherbaria.org/portal/collections/individual/index.php?occid=25160671,dried,5,4.413,18.981,13.519,33.021,106.928,8.69,SC,,
rivularis,25160677,https://midwestherbaria.org/portal/collections/individual/index.php?occid=25160677,fleshy,1,7.492,52.618,19.69,125.444,-137.186,14.951,SC,,
rivularis,25160677,https://midwestherbaria.org/portal/collections/individual/index.php?occid=25160678,fleshy,2,7.492,45.803,10.937,150.778,1.219,15.165,SC,,
rivularis,13283348,https://midwestherbaria.org/portal/collections/individual/index.php?occid=13283348,,,,,,,,,SC,no fruit,
rivularis,13463774,https://midwestherbaria.org/portal/collections/individual/index.php?occid=13463774,dried,1,1.382,39.236,23.899,75.537,-4.351,15.908,SC,,
rivularis,22620297,https://midwestherbaria.org/portal/collections/individual/index.php?occid=22620297,dried,1,1.286,70.091,29.323,179.086,160.346,15.118,SC,,
rivularis,22620297,https://midwestherbaria.org/portal/collections/individual/index.php?occid=22620298,dried,2,1.444,57.775,22.967,182.667,179.427,16.95,SC,,
rivularis,22620297,https://midwestherbaria.org/portal/collections/individual/index.php?occid=22620299,dried,3,1.329,77.949,27.673,168.192,31.017,15.624,SC,,
rivularis,22620297,https://midwestherbaria.org/portal/collections/individual/index.php?occid=22620300,dried,4,1.472,79.796,28.759,158.749,-170.399,17.276,SC,,
rivularis,22620297,https://midwestherbaria.org/portal/collections/individual/index.php?occid=22620301,dried,5,1.293,59.18,11.089,201.667,142.49,15.17,SC,,
rivularis,5734222,https://midwestherbaria.org/portal/collections/individual/index.php?occid=5734222,dried,1,3.67,33.091,17.412,86.5,46.548,13.775,SC,,
rivularis,13573905,https://midwestherbaria.org/portal/collections/individual/index.php?occid=13573905,dried,1,3.506,77.973,61.067,112.238,134.421,15.557,SC,,
rivularis,13573905,https://midwestherbaria.org/portal/collections/individual/index.php?occid=13573906,dried,2,3.506,78.859,55.718,117.122,-62.7,15.505,SC,,
rivularis,13573909,https://midwestherbaria.org/portal/collections/individual/index.php?occid=13573909,dried,1,4.545,54.62,26.398,108.435,71.147,19.693,SC,,
rivularis,13573909,https://midwestherbaria.org/portal/collections/individual/index.php?occid=13573910,dried,2,3.926,51.474,21.92,112.667,-176.947,17.07,SC,,
rivularis,25160684,https://midwestherbaria.org/portal/collections/individual/index.php?occid=25160684,dried,1,5.619,40.806,13.448,151.222,-125.727,11.325,SC,,
rivularis,25160684,https://midwestherbaria.org/portal/collections/individual/index.php?occid=25160685,dried,2,6.087,25.08,12.604,38.583,113.199,12.284,SC,,
rivularis,25160684,https://midwestherbaria.org/portal/collections/individual/index.php?occid=25160686,dried,3,5.853,27.256,11.924,67.5,59.172,11.645,SC,,
rivularis,25160684,https://midwestherbaria.org/portal/collections/individual/index.php?occid=25160687,dried,4,5.853,33.539,11.402,118.111,-55.204,11.588,SC,,
rivularis,16514066,https://midwestherbaria.org/portal/collections/individual/index.php?occid=16514066,dried,1,3.732,91.514,60.405,136.556,137.386,15.8,SC,,
rivularis,13616194,https://midwestherbaria.org/portal/collections/individual/index.php?occid=13616194,dried,1,3.358,125.552,49.041,242.697,-57.265,14.794,SC,,
rivularis,13616194,https://midwestherbaria.org/portal/collections/individual/index.php?occid=13616195,dried,2,3.704,120.661,63.57,244.123,-45,16.342,SC,,
rivularis,24924388,https://midwestherbaria.org/portal/collections/individual/index.php?occid=24924388,dried,1,8.679,23.046,5.083,73.838,47.545,16.334,SC,,
rivularis,7444265,https://midwestherbaria.org/portal/collections/individual/index.php?occid=7444265,fleshy,1,6.142,26.363,6.37,60.671,147.216,20.641,SC,,
rivularis,7444265,https://midwestherbaria.org/portal/collections/individual/index.php?occid=7444266,fleshy,2,6.315,33.685,2.471,99.702,42.754,21.23,SC,,
rivularis,7444265,https://midwestherbaria.org/portal/collections/individual/index.php?occid=7444267,fleshy,3,4.585,36.299,12.924,58.593,37.972,15.297,SC,,
rivularis,15422836,https://midwestherbaria.org/portal/collections/individual/index.php?occid=15422836,pit,1,7.353,112.552,41.167,168.512,-84.56,24.818,SC,,
rivularis,15422836,https://midwestherbaria.org/portal/collections/individual/index.php?occid=15422837,pit,2,6.315,94.331,22.802,154.667,-125.91,21.062,SC,,
rivularis,15422836,https://midwestherbaria.org/portal/collections/individual/index.php?occid=15422838,pit,3,5.882,84.481,25.455,138.222,-137.437,19.567,SC,,
rivularis,13573911,https://midwestherbaria.org/portal/collections/individual/index.php?occid=13573911,dried,1,2.37,60.547,37.389,116.556,112.714,10.359,SC,,
rivularis,13573911,https://midwestherbaria.org/portal/collections/individual/index.php?occid=13573912,dried,2,2.568,71.474,53.814,133.806,159.444,11.392,SC,,
rivularis,13573911,https://midwestherbaria.org/portal/collections/individual/index.php?occid=13573913,dried,3,2.568,59.848,39.78,105.127,-34.624,11.342,SC,,
rivularis,13573911,https://midwestherbaria.org/portal/collections/individual/index.php?occid=13573914,dried,4,2.272,61.564,48.504,103.222,-51.34,9.96,SC,,
rivularis,13573911,https://midwestherbaria.org/portal/collections/individual/index.php?occid=13573915,dried,5,2.716,61.891,53.537,107.586,-178.939,12.002,SC,,
rivularis,15837910,https://midwestherbaria.org/portal/collections/individual/index.php?occid=15837910,dried,1,2.217,86.27,60.556,109.797,32.905,9.418,SC,,U
rivularis,15837910,https://midwestherbaria.org/portal/collections/individual/index.php?occid=15837911,dried,2,2.109,79.775,50.86,131.93,81.027,8.947,SC,,U
rivularis,5734225,https://midwestherbaria.org/portal/collections/individual/index.php?occid=5734225,dried,1,3.74,64.33,47.419,124.167,47.291,13.967,SC,,
rivularis,7444267,https://midwestherbaria.org/portal/collections/individual/index.php?occid=7444267,dried,1,3.696,18.769,10.633,38.665,59.601,12.601,SC,,
rivularis,7444267,https://midwestherbaria.org/portal/collections/individual/index.php?occid=7444268,dried,2,3.528,19.807,12.806,63.083,-127.011,11.796,SC,,
rivularis,7444267,https://midwestherbaria.org/portal/collections/individual/index.php?occid=7444269,dried,3,3.864,21.626,15.11,81.583,-124.046,12.942,SC,,
rivularis,7444267,https://midwestherbaria.org/portal/collections/individual/index.php?occid=7444270,dried,4,3.192,20.445,15.27,31.376,-165.018,10.651,SC,,
rivularis,7444267,https://midwestherbaria.org/portal/collections/individual/index.php?occid=7444271,dried,5,3.36,19.235,9.666,56,-65.739,11.285,SC,,
rivularis,16514070,https://midwestherbaria.org/portal/collections/individual/index.php?occid=16514070,dried,1,3.201,86.542,58.206,150,7.595,13.753,SC,,
nigra,6816195,https://midwestherbaria.org/portal/collections/individual/index.php?occid=6816195,dried,1,3.231,44.178,21.233,103.667,121.139,13.352,SC,,
nigra,7444231,https://midwestherbaria.org/portal/collections/individual/index.php?occid=7444231,fleshy,1,8.564,34.418,16.417,142.833,180,28.824,SC,,U
nigra,7444231,https://midwestherbaria.org/portal/collections/individual/index.php?occid=7444232,fleshy,2,10.727,25.371,9.084,74.357,82.067,36.229,SC,,U
nigra,5285102,https://midwestherbaria.org/portal/collections/individual/index.php?occid=5285102,dried,1,3.506,71.53,42.483,118.83,68.962,15.476,SC,,
nigra,5285102,https://midwestherbaria.org/portal/collections/individual/index.php?occid=5285103,dried,2,3.852,73.486,33.358,169.027,-58.782,17.15,SC,,
nigra,24114880,https://midwestherbaria.org/portal/collections/individual/index.php?occid=24114880,fleshy,1,5.871,69.65,24.161,157.233,112.145,23.205,SC,,
nigra,24047220,https://midwestherbaria.org/portal/collections/individual/index.php?occid=24047220,dried,1,5.125,79.901,48.316,130.03,-104.381,20.131,SC,,U
nigra,5181710,https://midwestherbaria.org/portal/collections/individual/index.php?occid=5181710,dried,1,6.096,72.587,40.354,165.323,179.105,27.829,SC,,U
nigra,5181710,https://midwestherbaria.org/portal/collections/individual/index.php?occid=5181711,dried,2,5.907,85.766,41.752,204.37,23.259,26.975,SC,,U
nigra,5181710,https://midwestherbaria.org/portal/collections/individual/index.php?occid=5181712,dried,3,6.38,94.275,52.991,143.13,0,29.13,SC,,U
nigra,5181710,https://midwestherbaria.org/portal/collections/individual/index.php?occid=5181713,dried,4,6.333,84.279,61.351,125.161,-131.348,28.958,SC,,U
nigra,24079339,https://midwestherbaria.org/portal/collections/individual/index.php?occid=24079339,dried,1,4.64,81.684,46.455,133.333,45.526,18.799,SC,,U
nigra,24079339,https://midwestherbaria.org/portal/collections/individual/index.php?occid=24079340,dried,2,4.64,81.737,58.637,133,54.462,18.883,SC,,U
nigra,24079339,https://midwestherbaria.org/portal/collections/individual/index.php?occid=24079341,dried,3,4.462,90.724,51.263,148.787,-91.548,18.055,SC,,U
nigra,24079339,https://midwestherbaria.org/portal/collections/individual/index.php?occid=24079342,dried,4,4.878,82.675,50.993,114.333,10.62,19.852,SC,,U
nigra,24079339,https://midwestherbaria.org/portal/collections/individual/index.php?occid=24079343,dried,5,4.7,93.899,63.864,114.222,26.565,19.088,SC,,U
nigra,5605726,https://midwestherbaria.org/portal/collections/individual/index.php?occid=5605726,fleshy,1,4.529,45.287,17.426,142.333,158.895,16.513,SC,,U
nigra,5605726,https://midwestherbaria.org/portal/collections/individual/index.php?occid=5605727,fleshy,2,4.529,37.944,18.388,119.833,-178.122,16.495,SC,,U
nigra,5210945,https://midwestherbaria.org/portal/collections/individual/index.php?occid=5210945,dried,1,3.899,88.463,52.647,130.326,-84.872,17.399,SC,,
nigra,5210945,https://midwestherbaria.org/portal/collections/individual/index.php?occid=5210946,dried,2,4.492,91.299,47.973,205.259,139.054,20.001,SC,,
nigra,5210945,https://midwestherbaria.org/portal/collections/individual/index.php?occid=5210947,dried,3,4.442,89.332,51.859,136,38.157,19.778,SC,,
nigra,6816197,https://midwestherbaria.org/portal/collections/individual/index.php?occid=6816197,fleshy,1,2.266,46.565,37.513,107.5,-94.399,9.311,SC,,U
nigra,6816197,https://midwestherbaria.org/portal/collections/individual/index.php?occid=6816198,fleshy,2,1.7,38.629,22.096,123.667,-77.905,6.816,SC,,U
nigra,5068046,https://midwestherbaria.org/portal/collections/individual/index.php?occid=5068046,dried,1,4.247,66.92,46.362,113.333,55.561,18.861,SC,,
nigra,11659110,https://midwestherbaria.org/portal/collections/individual/index.php?occid=11659110,fleshy,1,6.064,69.549,30.211,123.333,-1.701,24.638,SC,,
nigra,11659110,https://midwestherbaria.org/portal/collections/individual/index.php?occid=11659111,fleshy,2,5.41,53.544,31.348,119.011,-2.545,21.966,SC,,
nigra,11659110,https://midwestherbaria.org/portal/collections/individual/index.php?occid=11659112,fleshy,3,5.113,69.516,23.944,192.333,69.206,20.605,SC,,
nigra,11659110,https://midwestherbaria.org/portal/collections/individual/index.php?occid=11659113,fleshy,4,5.113,52.178,21.505,120,-40.236,20.761,SC,,
nigra,11659110,https://midwestherbaria.org/portal/collections/individual/index.php?occid=11659114,fleshy,5,5.172,48,27.06,93.21,17.592,20.975,SC,,
nigra,24123161,https://midwestherbaria.org/portal/collections/individual/index.php?occid=24123161,fleshy,1,4.938,92.225,67.338,173.763,-126.027,19.905,SC,,
nigra,22988367,https://midwestherbaria.org/portal/collections/individual/index.php?occid=22988367,dried,1,4.867,28.395,16.39,76.5,-63.146,20.593,SC,,
nigra,22988367,https://midwestherbaria.org/portal/collections/individual/index.php?occid=22988368,dried,2,5.246,35.407,24.072,102,-172.801,22.269,SC,,
nigra,5199900,https://midwestherbaria.org/portal/collections/individual/index.php?occid=5199900,dried,1,3.802,84.525,32.792,128.333,-72.284,16.797,SC,,
nigra,5199900,https://midwestherbaria.org/portal/collections/individual/index.php?occid=5199901,dried,2,3.753,71.373,35.231,127.5,9.964,16.696,SC,,
nigra,5199900,https://midwestherbaria.org/portal/collections/individual/index.php?occid=5199902,dried,3,4.593,72.981,38.552,150.167,20.993,20.47,SC,,
nigra,5199900,https://midwestherbaria.org/portal/collections/individual/index.php?occid=5199903,dried,4,3.901,74.647,37.643,108.094,39.806,17.356,SC,,
nigra,5199900,https://midwestherbaria.org/portal/collections/individual/index.php?occid=5199904,dried,5,4.099,71.76,47.457,116.583,41.055,18.271,SC,,
nigra,24074368,https://midwestherbaria.org/portal/collections/individual/index.php?occid=24074368,fleshy,1,6.778,103.922,60.212,139.333,-81.369,27.622,SC,,
nigra,24074368,https://midwestherbaria.org/portal/collections/individual/index.php?occid=24074369,fleshy,2,6.005,115.882,82.235,160.333,-95.143,24.482,SC,,
nigra,5094083,https://midwestherbaria.org/portal/collections/individual/index.php?occid=5094083,dried,1,4.82,66.327,48.784,139.333,143.017,22.044,SC,,
nigra,5094083,https://midwestherbaria.org/portal/collections/individual/index.php?occid=5094084,dried,2,3.686,96.959,64.595,163.107,60.44,16.745,SC,,
nigra,5094083,https://midwestherbaria.org/portal/collections/individual/index.php?occid=5094085,dried,3,3.922,75.434,54.698,117.291,-109.323,17.738,SC,,
nigra,5144467,https://midwestherbaria.org/portal/collections/individual/index.php?occid=5144467,fleshy,1,3.592,56.107,28.788,84.412,-54.819,16.224,SC,,
nigra,5144467,https://midwestherbaria.org/portal/collections/individual/index.php?occid=5144468,fleshy,2,3.922,62.789,38,113.667,113.749,17.813,SC,,
nigra,5144467,https://midwestherbaria.org/portal/collections/individual/index.php?occid=5144469,fleshy,3,4.017,80.081,42.231,123.333,-115.346,18.282,SC,,
nigra,5144467,https://midwestherbaria.org/portal/collections/individual/index.php?occid=5144470,fleshy,4,4.159,67.398,36.433,130.488,55.763,18.933,SC,,
nigra,5000607,https://midwestherbaria.org/portal/collections/individual/index.php?occid=5000607,fleshy,1,5.232,71.385,34.631,205.333,123.69,23.23,SC,,
nigra,5057274,https://midwestherbaria.org/portal/collections/individual/index.php?occid=5057274,fleshy,1,6.054,71.494,44.776,135.25,-77.471,25.722,SC,,
alleghaniensis,23603143,https://midwestherbaria.org/portal/collections/individual/index.php?occid=23603143,dried,1,1.023,64.201,35.909,87.727,2.603,11.591,SC,,
alleghaniensis,11166897,https://midwestherbaria.org/portal/collections/individual/index.php?occid=11166897,fleshy,1,2.23,95.139,79.142,168.389,-137.49,8.337,SC,,
alleghaniensis,16080180,https://midwestherbaria.org/portal/collections/individual/index.php?occid=16080180,dried,1,2.608,83.795,30,141.835,-75.964,10.799,SC,,U
alleghaniensis,16080180,https://midwestherbaria.org/portal/collections/individual/index.php?occid=16080181,dried,2,2.608,70.2,38.975,121.701,128.66,10.672,SC,,U
alleghaniensis,19211144,https://midwestherbaria.org/portal/collections/individual/index.php?occid=19211144,pit,1,1.249,59.856,49.473,90.333,23.962,4.804,SC,,U
alleghaniensis,19211144,https://midwestherbaria.org/portal/collections/individual/index.php?occid=19211145,pit,2,1.071,55.471,40.448,88.333,32.735,4.059,SC,,U
alleghaniensis,16080179,https://midwestherbaria.org/portal/collections/individual/index.php?occid=16080179,dried,1,2.154,60.568,17.964,97.036,-3.094,8.822,SC,,U
alleghaniensis,16080179,https://midwestherbaria.org/portal/collections/individual/index.php?occid=16080180,dried,2,1.927,72.328,39.315,110.222,-21.161,7.915,SC,,U
alleghaniensis,16080179,https://midwestherbaria.org/portal/collections/individual/index.php?occid=16080181,dried,3,2.211,78.094,42.667,147,0,9.048,SC,,U
alleghaniensis,16080179,https://midwestherbaria.org/portal/collections/individual/index.php?occid=16080182,dried,4,1.984,63.815,28.221,94.163,-83.29,8.151,SC,,U
alleghaniensis,16080179,https://midwestherbaria.org/portal/collections/individual/index.php?occid=16080183,dried,5,2.098,65.589,35.747,99.593,12.875,8.548,SC,,U
alleghaniensis,7444141,https://midwestherbaria.org/portal/collections/individual/index.php?occid=7444141,,,,,,,,,SC,"crushed, can't measure",
alleghaniensis,15369860,https://midwestherbaria.org/portal/collections/individual/index.php?occid=15369860,fleshy,1,2.849,67.85,44.05,121.667,-61.39,10.159,SC,,
alleghaniensis,11071046,https://midwestherbaria.org/portal/collections/individual/index.php?occid=11071046,dried,1,2.154,57.559,38.679,81.55,-85.365,8.838,SC,,
alleghaniensis,11071046,https://midwestherbaria.org/portal/collections/individual/index.php?occid=11071047,dried,2,2.324,79.331,59.593,138.926,-60.255,9.598,SC,,
